Date,Entry,Strike,Initial Price,Option Type,Bought Delta,Lot,Expiry Month,Target Delta,rollover,Exit Price,Exit Delta,PNL,Exit Date
2019-01-01,RELIANCE-I1069.85PE,1069.85,13.42276121767788,put,-0.26009613503648005,624.9720994598456,2019-01-31,0.25,0,20.70374239479466,-0.3168883926572007,-4550.4100923902915,2019-01-02
2019-01-02,RELIANCE-I1188.75CE,1188.75,7.429572629711003,call,0.22070378794904555,634.2303162091148,2019-01-31,0.25,0,7.033328756126415,0.2378288010113968,251.3098772394777,2019-01-15
2019-01-15,RELIANCE-I1089.65PE,1089.65,12.630273470508705,put,-0.25062142762934836,618.9486714708872,2019-01-31,0.25,0,0.2476524209903667,-2.5472656621133577e-09,7664.206847926819,2019-01-30
2019-01-30,RELIANCE-I1208.55CE,1208.55,1.3373230733479806,call,0.2262406885054255,586.2646566164154,2019-01-31,0.25,0,6.983798271928342,1.0,-3310.328843388822,2019-01-31
2019-01-31,RELIANCE-I1228.35CE,1228.35,0.0495304841980733,call,0.0,570.9624796084829,2019-02-28,0.25,1,42.447624957748864,0.6394754602821798,-24207.721151293277,2019-02-01
2019-02-01,RELIANCE-I1327.4CE,1327.4,8.222060376880176,call,0.2764607903225509,558.2359743211451,2019-02-28,0.25,0,19.56454125823897,0.3865406015798721,-6331.780866024288,2019-02-04
2019-02-04,RELIANCE-I1228.35PE,1228.35,16.345059785364207,put,-0.23583878191441038,543.267365153279,2019-02-28,0.25,0,26.49880904596924,-0.4166910263596185,-5516.200607235951,2019-02-13
2019-02-13,RELIANCE-I1287.8CE,1287.8,9.46032248183201,call,0.285429938241736,565.2911249293386,2019-02-28,0.25,0,0.0495304841980733,0.0,5319.837194818506,2019-02-28
2019-02-28,RELIANCE-I1248.15CE,1248.15,0.0495304841980733,call,0.0,568.2279405795924,2019-03-28,0.25,1,22.585900794321446,0.45018635052979705,-12805.795289460475,2019-03-01
2019-03-01,RELIANCE-I1307.6CE,1307.6,7.875346987493662,call,0.24338147029665191,571.4285714285714,2019-03-28,0.25,0,13.571352670272097,0.3490731155848781,-3254.8603901591055,2019-03-06
2019-03-06,RELIANCE-I1208.55PE,1208.55,13.373230733479804,put,-0.24771767600789796,554.6751188589541,2019-03-28,0.25,0,0.842018231367247,-0.00021165825829488435,6950.751784056094,2019-03-25
2019-03-25,RELIANCE-I1347.25CE,1347.25,4.210091156836235,call,0.31936502759376606,526.7514485664835,2019-03-28,0.25,0,0.0495304841980733,1.0,2191.5813611608946,2019-03-28
2019-03-28,RELIANCE-I1367.05CE,1367.05,0.0495304841980733,call,0.0,514.1388174807198,2019-04-25,0.25,1,40.11969220043941,0.5272446409560956,-20601.625561049532,2019-03-29
2019-03-29,RELIANCE-I1446.3CE,1446.3,14.36384041744127,call,0.26686780890596856,513.5541616228312,2019-04-25,0.25,0,19.96078513182356,0.3447201211342629,-2874.334250443933,2019-04-01
2019-04-01,RELIANCE-I1327.4PE,1327.4,18.128157216494845,put,-0.23713535015221676,502.89162685441283,2019-04-25,0.25,0,35.117113296434006,-0.4642594928699429,-8543.603761598773,2019-04-08
2019-04-08,RELIANCE-I1386.85CE,1386.85,13.571352670272097,call,0.2786015092918679,527.1084337349398,2019-04-25,0.25,0,20.802803363190808,0.5152872663818232,-3811.7586483758273,2019-04-18
2019-04-18,RELIANCE-I1347.25PE,1347.25,14.561962354233565,put,-0.2309794402064279,505.050505050505,2019-04-25,0.25,0,0.0495304841980733,-0.0,7329.51104547247,2019-04-25
2019-04-25,RELIANCE-I851.9PE,851.9,0.0495304841980733,put,-0.0,510.94890510948903,2019-05-30,0.25,1,0.0495304841980733,-2.205936229402279e-08,0.0,2019-04-26
2019-04-26,RELIANCE-I1327.4PE,1327.4,20.75327287899273,put,-0.2644439723932122,503.1627372052904,2019-05-30,0.25,0,44.577435778266015,-0.4045905508334514,-11987.431016023074,2019-05-07
2019-05-07,RELIANCE-I1426.5CE,1426.5,19.36641932144668,call,0.23742206900896035,521.6095380029806,2019-05-30,0.25,0,11.144358944566504,0.08548221071132611,4288.705114617082,2019-05-20
2019-05-20,RELIANCE-I1287.8PE,1287.8,27.638010182524926,put,-0.24484016327675873,526.8902186594407,2019-05-30,0.25,0,0.0495304841980733,-0.0,14536.100100732978,2019-05-30
2019-05-30,RELIANCE-I891.55PE,891.55,0.0495304841980733,put,-0.0,526.3157894736842,2019-06-27,0.25,1,0.0495304841980733,-2.761607397724108e-07,0.0,2019-05-31
2019-05-31,RELIANCE-I1268PE,1268.0,15.403980585600811,put,-0.24501826428836349,526.2762198330953,2019-06-27,0.25,0,14.76008429102586,-0.28616392487177056,338.86730787344237,2019-06-07
2019-06-07,RELIANCE-I1386.85CE,1386.85,6.983798271928342,call,0.23848185083571805,533.9435545385202,2019-06-27,0.25,0,0.0495304841980733,0.0,3702.5075907026603,2019-06-27
2019-06-27,RELIANCE-I1287.8CE,1287.8,0.0495304841980733,call,0.0,548.8904571473379,2019-07-25,0.25,1,20.802803363190808,0.41131936216518494,-11391.273437853772,2019-06-28
2019-06-28,RELIANCE-I1327.4CE,1327.4,10.450932165793477,call,0.27580716919349424,558.3250249252243,2019-07-25,0.25,0,12.382621049518338,0.35257048699135973,-1078.510244153462,2019-07-03
2019-07-03,RELIANCE-I1228.35PE,1228.35,12.531212502112558,put,-0.2499855217135003,546.0218408736349,2019-07-25,0.25,0,23.42791902568869,-0.35092256209113143,-5949.839755462787,2019-07-08
2019-07-08,RELIANCE-I1307.6CE,1307.6,8.519243282068615,call,0.2799993285840434,558.9045470877081,2019-07-25,0.25,0,11.689194270745311,0.37814035862480744,-1771.7000216165814,2019-07-10
2019-07-10,RELIANCE-I1228.35PE,1228.35,12.333090565320264,put,-0.23648026822494123,548.1168271865947,2019-07-25,0.25,0,10.50046264999155,-0.21804254259829314,1004.4941983635584,2019-07-18
2019-07-18,RELIANCE-I1307.6CE,1307.6,5.993188587966875,call,0.2338967711724903,552.9444290848769,2019-07-25,0.25,0,1.0401401681595404,0.13381689694917942,2738.7605307201184,2019-07-23
2019-07-23,RELIANCE-I1248.15PE,1248.15,5.250231324995775,put,-0.161870384800878,549.0196078431372,2019-07-25,0.25,0,26.44927856177117,-1.0,-11638.69260058257,2019-07-25
2019-07-25,RELIANCE-I1248.15CE,1248.15,0.0495304841980733,call,0.0,566.8016194331984,2019-07-25,0.25,0,0.0495304841980733,0.0,0.0,2019-07-25
2019-07-25,RELIANCE-I1248.15CE,1248.15,0.0495304841980733,call,0.0,566.8016194331984,2019-08-29,0.25,1,18.92064496366402,0.436821583978825,-10696.17824747058,2019-07-26
2019-07-26,RELIANCE-I1307.6CE,1307.6,6.637084882541829,call,0.2523144325855018,575.1848808545604,2019-08-29,0.25,0,3.4176034096670613,0.05440424573211224,1851.7970673889379,2019-08-09
2019-08-09,RELIANCE-I1109.5PE,1109.5,17.533791406117967,put,-0.23091631468206353,602.9285099052541,2019-08-29,0.25,0,0.0495304841980733,-0.0,10541.759384447827,2019-08-29
2019-08-29,RELIANCE-I891.55PE,891.55,0.0495304841980733,put,-0.0,563.3349428617415,2019-09-26,0.25,1,0.0495304841980733,-9.668565901126713e-06,0.0,2019-08-30
2019-08-30,RELIANCE-I1188.75PE,1188.75,14.215248964847053,put,-0.22769741235478824,558.793007104654,2019-09-26,0.25,0,32.83871102332263,-0.4124282467025034,-10406.660366354998,2019-09-03
2019-09-03,RELIANCE-I1268CE,1268.0,11.98637717593375,call,0.2624873303881843,583.3333333333334,2019-09-26,0.25,0,9.509852966030085,0.40294970735834856,1444.639122443805,2019-09-20
2019-09-20,RELIANCE-I1228.35PE,1228.35,10.79764555517999,put,-0.280879557192824,558.3472920156337,2019-09-26,0.25,0,0.0495304841980733,-0.0,6001.180944155174,2019-09-26
2019-09-26,RELIANCE-I931.15PE,931.15,0.0495304841980733,put,-0.0,539.9151561897417,2019-10-31,0.25,1,0.0495304841980733,-6.667970772554533e-05,0.0,2019-09-27
2019-09-27,RELIANCE-I1248.15PE,1248.15,23.130736120500256,put,-0.2675713814389397,535.5776587605203,2019-10-31,0.25,0,0.6934267787730268,-0.00032373342845606976,12016.92160612782,2019-10-24
2019-10-24,RELIANCE-I1485.9CE,1485.9,5.646475198580362,call,0.21596498865068486,487.8048780487805,2019-10-31,0.25,0,3.5166643780632074,0.1636332510137769,1038.9321075693435,2019-10-25
2019-10-25,RELIANCE-I1386.85PE,1386.85,8.222060376880176,put,-0.20785276037647393,490.11027481183265,2019-10-31,0.25,0,0.0495304841980733,-0.0,4005.440871610343,2019-10-31
2019-10-31,RELIANCE-I891.55PE,891.55,0.0495304841980733,put,-0.0,477.8483172912826,2019-11-28,0.25,1,0.0495304841980733,-4.772133872331645e-10,0.0,2019-11-01
2019-11-01,RELIANCE-I1386.85PE,1386.85,17.335669469325673,put,-0.2413814690152864,480.71970607423685,2019-11-28,0.25,0,17.533791406117967,-0.3003021638686718,-95.24111922165008,2019-11-11
2019-11-11,RELIANCE-I1505.75CE,1505.75,6.686615366739902,call,0.22754637513642556,490.5395935529082,2019-11-28,0.25,0,11.045297976170357,0.3482854737160722,-2138.1063956561443,2019-11-15
2019-11-15,RELIANCE-I1426.5PE,1426.5,15.35445010140274,put,-0.28603289168492757,477.2130756382725,2019-11-28,0.25,0,0.0495304841980733,-0.0,7303.707762922772,2019-11-28
