Date,Entry,Strike,Initial Price,Option Type,Bought Delta,Lot,Expiry Month,Target Delta,rollover,Exit Price,Exit Delta,PNL,Exit Date
2019-11-28,RELIANCE-I891.55PE,891.55,0.0495304841980733,put,-0.0,442.4778761061947,2019-12-26,0.25,1,0.0495304841980733,-2.491913108783462e-12,0.0,2019-11-29
2019-11-29,RELIANCE-I1485.9PE,1485.9,14.611492838431635,put,-0.2592777846727861,450.7405022537025,2019-12-26,0.25,0,12.630273470508705,-0.23055826969488885,893.0158129723447,2019-12-06
2019-12-06,RELIANCE-I1644.4CE,1644.4,8.023938440087882,call,0.2400053865454994,450.1607717041801,2019-12-26,0.25,0,4.556804546222748,0.3421868691467381,1560.7676692640473,2019-12-19
2019-12-19,RELIANCE-I1565.15PE,1565.15,7.528633598107149,put,-0.2169869673429991,433.89326225748465,2019-12-26,0.25,0,31.74904037096501,-0.7180262658803291,-10509.071307878572,2019-12-24
2019-12-24,RELIANCE-I1565.15CE,1565.15,0.6438962945749536,call,0.28197373411967086,453.29447952080295,2019-12-26,0.25,0,0.0495304841980733,0.0,269.42274065974823,2019-12-26
2019-12-26,RELIANCE-I1525.55CE,1525.55,0.0495304841980733,call,0.0,461.86328846661394,2020-01-30,0.25,1,44.329783357275645,0.593932802524702,-20451.423206092837,2019-12-27
2019-12-27,RELIANCE-I1664.2CE,1664.2,5.745536166976509,call,0.2381115944562266,453.80875202593194,2020-01-30,0.25,0,4.111030188440088,0.1706617200651293,741.7531182985377,2020-01-10
2020-01-10,RELIANCE-I1485.9PE,1485.9,16.09740736437384,put,-0.25392820200340294,452.5325661828878,2020-01-30,0.25,0,6.934267787730269,-0.20970836439438145,4146.619066910495,2020-01-23
2020-01-23,RELIANCE-I1565.15CE,1565.15,4.903517935609262,call,0.2873581331250308,457.8155657292348,2020-01-30,0.25,0,0.0495304841980733,0.0,2222.23101111042,2020-01-30
2020-01-30,RELIANCE-I1446.3CE,1446.3,0.0495304841980733,call,0.0,484.8316941404627,2020-02-27,0.25,1,16.196468332769985,0.4077683965231489,-7828.5472323038775,2020-01-31
2020-01-31,RELIANCE-I1485.9CE,1485.9,9.707974902822375,call,0.27608236201233316,496.45390070921985,2020-02-27,0.25,0,14.859145259422004,0.4116969709389539,-2557.3186167515887,2020-02-06
2020-02-06,RELIANCE-I1406.65PE,1406.65,17.533791406117967,put,-0.27297801677288064,481.0996563573883,2020-02-27,0.25,0,10.302340713199255,-0.2974390527125067,3479.0484433285897,2020-02-25
2020-02-25,RELIANCE-I1446.3CE,1446.3,2.5260546941017408,call,0.20168339309891764,492.5761733868131,2020-02-27,0.25,0,0.0495304841980733,0.0,1219.876818614149,2020-02-27
2020-02-27,RELIANCE-I1386.85CE,1386.85,0.0495304841980733,call,0.0,507.0810243036691,2020-03-26,0.25,1,24.517589678046303,0.3125224488928422,-12407.288518739368,2020-02-28
2020-02-28,RELIANCE-I1406.65CE,1406.65,19.168297384654387,call,0.24918255194421612,527.8636603574391,2020-03-26,0.25,0,0.5943658103768802,1.0127415355770216e-35,9804.503508026735,2020-03-25
2020-03-25,RELIANCE-I1050.05PE,1050.05,18.7720535110698,put,-0.156615961600944,652.4373194146705,2020-03-26,0.25,0,0.0495304841980733,-0.0,12215.272736331632,2020-03-26
2020-03-26,RELIANCE-I693.45PE,693.45,0.0495304841980733,put,-0.0,655.6762832521545,2020-04-30,0.25,1,17.830974311306406,-0.00022332337236558004,-11658.870999415358,2020-03-27
2020-03-27,RELIANCE-I990.6PE,990.6,77.8619211593713,put,-0.2433961856622397,656.5372350403301,2020-04-30,0.25,0,0.0495304841980733,-0.0,51086.7318257562,2020-04-30
2020-04-30,RELIANCE-I673.6PE,673.6,0.0495304841980733,put,-0.0,478.0441166427645,2020-05-28,0.25,1,1.7335669469325672,-9.697906221071162e-12,-805.0437232221169,2020-05-04
2020-05-04,RELIANCE-I1347.25PE,1347.25,51.511703565996285,put,-0.2591079966563379,487.99191327686566,2020-05-28,0.25,0,17.682382858712188,-0.13043460233601994,16508.434936804257,2020-05-12
2020-05-12,RELIANCE-I1604.8CE,1604.8,19.81219367922934,call,0.23217443289241735,470.85729660646416,2020-05-28,0.25,0,0.05,0.0,9305.173090815279,2020-05-28
2020-05-28,RELIANCE-I673.6PE,673.6,0.05,put,-0.0,475.75355965609816,2020-05-28,0.25,0,0.05,-0.0,0.0,2020-05-28
2020-05-28,RELIANCE-I673.6PE,673.6,0.05,put,-0.0,475.75355965609816,2020-06-25,0.25,1,0.05,-4.114901037603098e-11,0.0,2020-05-29
2020-05-29,RELIANCE-I1367.05PE,1367.05,19.25,put,-0.24577815182460072,476.8554787288395,2020-06-25,0.25,0,3.2,-0.032583026769438625,7653.530433597874,2020-06-12
2020-06-12,RELIANCE-I1700CE,1700.0,14.5,call,0.2346515589468438,440.52863436123346,2020-06-25,0.25,0,22.4,0.2557107926246188,-3480.1762114537437,2020-06-15
2020-06-15,RELIANCE-I1540PE,1540.0,22.05,put,-0.2507031732427193,434.4048653344917,2020-06-25,0.25,0,0.05,-0.0,9556.907037358818,2020-06-25
2020-06-25,RELIANCE-I812.3PE,812.3,0.05,put,-0.0,407.7471967380224,2020-07-30,0.25,1,0.05,-7.428243907148671e-09,0.0,2020-06-26
2020-06-26,RELIANCE-I1620PE,1620.0,31.0,put,-0.250337160388715,400.04571951080123,2020-07-30,0.25,0,8.45,-0.07237795049002238,9021.030974968568,2020-07-15
2020-07-15,RELIANCE-I1980CE,1980.0,32.5,call,0.2412965358488839,380.08361839604714,2020-07-30,0.25,0,54.0,0.5071477239823264,-8171.797795515014,2020-07-21
2020-07-21,RELIANCE-I1880PE,1880.0,20.8,put,-0.23073454351052874,354.6099290780142,2020-07-30,0.25,0,0.05,-0.0,7358.156028368795,2020-07-30
2020-07-30,RELIANCE-I1050.05PE,1050.05,0.05,put,-0.0,332.8894806924101,2020-08-27,0.25,1,0.05,-2.0060879515815557e-08,0.0,2020-07-31
2020-07-31,RELIANCE-I1920PE,1920.0,33.45,put,-0.24163060333115383,338.1642512077295,2020-08-27,0.25,0,17.6,-0.13800217188932845,5359.903381642513,2020-08-04
2020-08-04,RELIANCE-I2360CE,2360.0,35.0,call,0.2543507995299841,324.3067942273391,2020-08-27,0.25,0,30.3,0.21665568386638512,1524.2419328684934,2020-08-05
2020-08-05,RELIANCE-I2000PE,2000.0,37.7,put,-0.25686968141668437,328.17627754336615,2020-08-27,0.25,0,0.3,-0.0030688285420185863,12273.792780121896,2020-08-26
2020-08-26,RELIANCE-I2180CE,2180.0,3.4,call,0.19088224273226634,328.0224929709466,2020-08-27,0.25,0,0.05,0.0,1098.875351452671,2020-08-27
2020-08-27,RELIANCE-I2120CE,2120.0,0.5,call,0.0,332.05254342523864,2020-09-24,0.25,1,86.9,0.5352579384457453,-28689.33975194062,2020-08-28
2020-08-28,RELIANCE-I2340CE,2340.0,21.05,call,0.23930879741555133,330.812854442344,2020-09-24,0.25,0,19.6,0.21908712879687536,479.6786389413986,2020-09-09
2020-09-09,RELIANCE-I2040PE,2040.0,21.0,put,-0.2367885527378637,323.5423262693258,2020-09-24,0.25,0,0.05,-0.0,6778.2117353423755,2020-09-24
2020-09-24,RELIANCE-I2200CE,2200.0,0.05,call,0.0,319.4159251654118,2020-09-24,0.25,0,0.05,0.0,0.0,2020-09-24
2020-09-24,RELIANCE-I2200CE,2200.0,0.05,call,0.0,319.4159251654118,2020-10-29,0.25,1,93.8,0.5431228730358117,-29945.24298425736,2020-09-25
2020-09-25,RELIANCE-I2450CE,2450.0,23.85,call,0.2519696672463417,318.5365520693499,2020-10-29,0.25,0,22.0,0.24411460971314908,589.2926213282977,2020-10-14
2020-10-14,RELIANCE-I2160PE,2160.0,23.35,put,-0.24776955885946023,306.61410424879546,2020-10-29,0.25,0,55.6,-0.43084761551574224,-9888.304862023653,2020-10-16
2020-10-16,RELIANCE-I2320CE,2320.0,23.5,call,0.2545002625754544,321.24827902707665,2020-10-29,0.25,0,0.05,0.0,7533.272143184947,2020-10-29
2020-10-29,RELIANCE-I2040CE,2040.0,0.05,call,0.0,344.85306796068676,2020-11-26,0.25,1,106.7,0.577105874096146,-36778.57969800725,2020-10-30
2020-10-30,RELIANCE-I2280CE,2280.0,27.5,call,0.23991361532951133,339.31168201648086,2020-11-26,0.25,0,10.1,0.15951383867541202,5904.023267086766,2020-11-06
2020-11-06,RELIANCE-I1900PE,1900.0,20.75,put,-0.2501838477283481,345.66194262011754,2020-11-26,0.25,0,43.5,-0.4737509204457343,-7863.809194607674,2020-11-20
2020-11-20,RELIANCE-I1980CE,1980.0,15.6,call,0.26682232892417945,368.052999631947,2020-11-26,0.25,0,0.05,0.0,5723.224144276775,2020-11-26
2020-11-26,RELIANCE-I1960CE,1960.0,0.05,call,0.0,357.7086207777607,2020-12-31,0.25,1,0.05,0.5187984493867552,0.0,2020-11-27
2020-11-27,RELIANCE-I2150CE,2150.0,21.1,call,0.2742072777107225,360.73177016232927,2020-12-31,0.25,0,1.9,0.04797854327267093,6926.049987116723,2020-12-28
2020-12-28,RELIANCE-I1950PE,1950.0,7.0,put,-0.26235141870392553,349.93001399720055,2020-12-31,0.25,0,0.05,-0.0,2432.0135972805438,2020-12-31
2020-12-31,RELIANCE-I0.0PE,0.0,126.95,put,-0.0,353.21424967201534,2021-01-28,0.25,1,126.95,-0.0,0.0,2021-01-01
2021-01-01,RELIANCE-I1850PE,1850.0,20.15,put,-0.2512204492236541,352.11267605633805,2021-01-28,0.25,0,3.35,-0.13914966550958285,5915.492957746478,2021-01-25
2021-01-25,RELIANCE-I2000CE,2000.0,7.9,call,0.23058651335423802,361.75710594315245,2021-01-28,0.25,0,0.05,0.0,2839.793281653747,2021-01-28
2021-01-28,RELIANCE-I1880CE,1880.0,0.45,call,0.0,373.05478575996585,2021-02-25,0.25,1,68.0,0.4831211438575033,-25199.850778085693,2021-01-29
2021-01-29,RELIANCE-I2040CE,2040.0,24.55,call,0.24916225481761867,379.4449262792715,2021-02-25,0.25,0,33.2,0.35929976640310546,-3282.1986123156994,2021-02-09
2021-02-09,RELIANCE-I1840PE,1840.0,16.5,put,-0.24440957712979994,358.28534868841973,2021-02-25,0.25,0,0.05,-0.0,5893.793985924504,2021-02-25
2021-02-25,RELIANCE-I1350PE,1350.0,0.05,put,-0.0,325.74807230434516,2021-03-25,0.25,1,0.05,-0.0002781377701346137,0.0,2021-02-26
2021-02-26,RELIANCE-I1940PE,1940.0,30.2,put,-0.2600089232120236,336.5870077415012,2021-03-25,0.25,0,5.65,-0.09605755591399273,8263.211040053855,2021-03-09
2021-03-09,RELIANCE-I2360CE,2360.0,17.85,call,0.2513761066378352,319.55444979571337,2021-03-25,0.25,0,0.05,0.0,5688.069206363698,2021-03-25
2021-03-25,RELIANCE-I2000CE,2000.0,0.1,call,0.0,351.22930255895636,2021-04-29,0.25,1,79.4,0.5347045418600441,-27852.483692925245,2021-03-26
2021-03-26,RELIANCE-I2180CE,2180.0,23.25,call,0.25841778019169337,351.1147894565245,2021-04-29,0.25,0,14.35,0.18392871613202244,3124.921626163068,2021-04-07
2021-04-07,RELIANCE-I1900PE,1900.0,17.85,put,-0.24650749208762135,349.94750787381895,2021-04-29,0.25,0,45.95,-0.41959720265283,-9833.524971254314,2021-04-12
2021-04-12,RELIANCE-I2020CE,2020.0,23.4,call,0.2629227679025726,365.1538862806468,2021-04-29,0.25,0,4.35,0.22104002029495617,6956.1815336463205,2021-04-28
2021-04-28,RELIANCE-I1980PE,1980.0,6.3,put,-0.34096553465840956,351.20286982916485,2021-04-29,0.25,0,0.05,-0.0,2195.0179364322803,2021-04-29
2021-04-29,RELIANCE-I1360PE,1360.0,0.05,put,-0.0,346.53465346534654,2021-05-27,0.25,1,1.0,-3.972034708191697e-06,-329.2079207920792,2021-04-30
2021-04-30,RELIANCE-I1900PE,1900.0,34.0,put,-0.25621183914471696,351.00035100035103,2021-05-27,0.25,0,34.8,-0.3804931778524513,-280.80028080027984,2021-05-06
2021-05-06,RELIANCE-I2040CE,2040.0,20.9,call,0.269029729805654,362.3938703665355,2021-05-27,0.25,0,4.9,0.17473723675965297,5798.301925864567,2021-05-24
2021-05-24,RELIANCE-I1940PE,1940.0,2.85,put,-0.19763339914337907,352.6359537543135,2021-05-27,0.25,0,0.05,-0.0,987.3806705120779,2021-05-27
2021-05-27,RELIANCE-I1360PE,1360.0,0.05,put,-0.0,351.75879396984925,2021-06-24,0.25,1,0.9,-1.2693883864839074e-07,-298.99497487437185,2021-05-28
2021-05-28,RELIANCE-I2000PE,2000.0,22.3,put,-0.2604728893727897,334.2565180021011,2021-06-24,0.25,0,4.45,-0.00786540683444294,5966.478846337504,2021-06-17
2021-06-17,RELIANCE-I2280CE,2280.0,27.3,call,0.2621623724333515,316.2412468940592,2021-06-24,0.25,0,0.05,0.0,8617.573977863114,2021-06-24
2021-06-24,RELIANCE-I2160CE,2160.0,0.05,call,0.0,325.95282996903444,2021-07-29,0.25,1,58.5,0.43519527914593104,-19051.942911690065,2021-06-25
2021-06-25,RELIANCE-I2260CE,2260.0,30.45,call,0.2579867542644762,332.6205749584224,2021-07-29,0.25,0,7.6,0.07212188026072315,7600.3801377999525,2021-07-19
2021-07-19,RELIANCE-I2040PE,2040.0,12.5,put,-0.262160733780812,333.66701623847734,2021-07-29,0.25,0,4.0,-0.25497519533355495,2836.1696380270573,2021-07-26
2021-07-26,RELIANCE-I2120CE,2120.0,6.35,call,0.2138547364286002,337.5120540019286,2021-07-29,0.25,0,0.05,0.0,2126.3259402121503,2021-07-29
2021-07-29,RELIANCE-I2060CE,2060.0,0.25,call,0.0,340.7486735140924,2021-08-26,0.25,1,39.25,0.4848514199199262,-13289.198267049604,2021-07-30
2021-07-30,RELIANCE-I2160CE,2160.0,13.25,call,0.2602150210187302,343.64261168384877,2021-08-26,0.25,0,20.9,0.3948901900456039,-2628.8659793814427,2021-08-04
2021-08-04,RELIANCE-I2020PE,2020.0,9.6,put,-0.24561753355723304,332.40732566862187,2021-08-26,0.25,0,0.05,-0.0,3174.4899601353386,2021-08-26
2021-08-26,RELIANCE-I1360PE,1360.0,0.15,put,-0.0,313.6200716845878,2021-09-30,0.25,1,0.15,-1.1666895704679733e-09,0.0,2021-08-27
2021-08-27,RELIANCE-I2120PE,2120.0,16.9,put,-0.24372961530052611,314.60674157303373,2021-09-30,0.25,0,3.9,-0.026008069433503617,4089.887640449438,2021-09-13
2021-09-13,RELIANCE-I2480CE,2480.0,19.6,call,0.2493593707849054,295.41474119558563,2021-09-30,0.25,0,41.9,0.555221816864457,-6587.748728661559,2021-09-23
2021-09-23,RELIANCE-I2440PE,2440.0,16.0,put,-0.282659218288087,281.37310073157005,2021-09-30,0.25,0,0.1,-0.0,4473.832301631964,2021-09-30
2021-09-30,RELIANCE-I1400PE,1400.0,0.05,put,-0.0,278.6624203821656,2021-10-28,0.25,1,0.05,-1.1676918070107316e-16,0.0,2021-10-01
2021-10-01,RELIANCE-I2420PE,2420.0,33.25,put,-0.24460719894838034,277.2057658799303,2021-10-28,0.25,0,5.25,-0.010404996778585977,7761.7614446380485,2021-10-21
2021-10-21,RELIANCE-I2700CE,2700.0,39.8,call,0.27702115647501735,265.6546489563567,2021-10-28,0.25,0,0.05,0.0,10559.772296015179,2021-10-28
2021-10-28,RELIANCE-I2600CE,2600.0,1.1,call,0.0,269.2825543373726,2021-11-25,0.25,1,53.0,0.41781824641144905,-13975.764570109635,2021-10-29
2021-10-29,RELIANCE-I2700CE,2700.0,28.2,call,0.23638312082111662,275.56342879637833,2021-11-25,0.25,0,15.55,0.2067842908875555,3485.8773742741855,2021-11-12
2021-11-12,RELIANCE-I2520PE,2520.0,14.2,put,-0.261697296696084,270.4791344667697,2021-11-25,0.25,0,70.35,-0.7134538633167495,-15187.403400309118,2021-11-17
2021-11-17,RELIANCE-I2540CE,2540.0,10.45,call,0.21822433892238263,284.22933246711057,2021-11-25,0.25,0,0.05,0.0,2955.9850576579497,2021-11-25
2021-11-25,RELIANCE-I2500CE,2500.0,0.15,call,0.0,280.1120448179272,2021-12-30,0.25,1,44.85,0.35503570038597176,-12521.008403361346,2021-11-26
2021-11-26,RELIANCE-I2560CE,2560.0,29.75,call,0.25108247509896164,291.1692404155717,2021-12-30,0.25,0,39.6,0.37320922694477104,-2868.017018093382,2021-12-02
2021-12-02,RELIANCE-I2380PE,2380.0,28.55,put,-0.24216672388591926,282.03630210117046,2021-12-30,0.25,0,52.05,-0.5058772766720511,-6627.853099377505,2021-12-15
2021-12-15,RELIANCE-I2460CE,2460.0,24.6,call,0.26115455519834363,295.6081081081081,2021-12-30,0.25,0,1.6,0.03346363496443547,6798.986486486487,2021-12-29
2021-12-29,RELIANCE-I2380PE,2380.0,6.0,put,-0.28510267679165685,291.9099249374479,2021-12-30,0.25,0,15.75,-1.0,-2846.121768140117,2021-12-30
2021-12-30,RELIANCE-I1720PE,1720.0,0.05,put,-0.0,295.9830866807611,2022-01-27,0.25,1,0.05,-2.4411356083627946e-06,0.0,2021-12-31
2021-12-31,RELIANCE-I2280PE,2280.0,26.0,put,-0.2618679309014254,295.58314331559836,2022-01-27,0.25,0,3.3,-0.005563439136772597,6709.737353264082,2022-01-21
2022-01-21,RELIANCE-I2540CE,2540.0,17.45,call,0.24895174212643956,282.4174823522358,2022-01-27,0.25,0,0.05,0.0,4914.064192928903,2022-01-27
2022-01-27,RELIANCE-I2360CE,2360.0,0.05,call,0.0,297.9991485738612,2022-02-24,0.25,1,69.0,0.4861991224376431,-20547.04129416773,2022-01-28
2022-01-28,RELIANCE-I2480CE,2480.0,29.45,call,0.2336003689164467,299.6575342465753,2022-02-24,0.25,0,15.7,0.2740332147252801,4120.29109589041,2022-02-15
2022-02-15,RELIANCE-I2360PE,2360.0,16.25,put,-0.2607807827426579,289.8430586790171,2022-02-24,0.25,0,105.0,-1.0,-25723.571457762766,2022-02-24
2022-02-24,RELIANCE-I2260CE,2260.0,0.5,call,0.0,310.855504991207,2022-02-24,0.25,0,0.5,0.0,0.0,2022-02-24
2022-02-24,RELIANCE-I2260CE,2260.0,0.5,call,0.0,310.855504991207,2022-03-31,0.25,1,92.0,0.5993113234377138,-28443.27870669544,2022-02-25
2022-02-25,RELIANCE-I2440CE,2440.0,23.0,call,0.23387708160718362,306.61410424879546,2022-03-31,0.25,0,40.05,0.40481780919297683,-5227.770477441962,2022-03-10
