Date,Entry,Option Strike,Option Initial Price,Option Type,Bought Delta,lot_size,Expiry Month,Target Delta,Options PNL,Option Close Date,Option Final Price,Option SL
26-06-2020,RELIANCE-I1880CE,1880,36,call,0.343668175,400.0457195,30-07-2020,0.35,-29379.35764,13-07-2020,108,Intraday SL Hit
31-07-2020,RELIANCE-I2200CE,2200,52.55,call,0.352243089,338.1642512,27-08-2020,0.35,17575.74879,27-08-2020,0.05,Expiry
28-08-2020,RELIANCE-I2240CE,2240,42.15,call,0.360932423,330.8128544,24-09-2020,0.35,-28445.2741,10-09-2020,126.45,Intraday SL Hit
25-09-2020,RELIANCE-I2360CE,2360,38.8,call,0.345221394,318.5365521,29-10-2020,0.35,12219.53994,29-10-2020,0.05,Expiry
30-10-2020,RELIANCE-I2200CE,2200,44.4,call,0.338260027,339.311682,26-11-2020,0.35,14897.64905,26-11-2020,0.05,Expiry
27-11-2020,RELIANCE-I2100CE,2100,31,call,0.331591525,360.7317702,31-12-2020,0.35,11070.85803,31-12-2020,0,Expiry
01-01-2021,RELIANCE-I2120CE,2120,29.95,call,0.343906416,352.1126761,28-01-2021,0.35,10422.53521,28-01-2021,0.05,Expiry
29-01-2021,RELIANCE-I1960CE,1960,42.15,call,0.357106269,379.4449263,25-02-2021,0.35,-32626.95143,11-02-2021,126.45,Intraday SL Hit
26-02-2021,RELIANCE-I2220CE,2220,38.55,call,0.344186423,336.5870077,25-03-2021,0.35,12828.67721,25-03-2021,0.05,Expiry
26-03-2021,RELIANCE-I2120CE,2120,35.2,call,0.340869086,351.1147895,29-04-2021,0.35,12200.18559,29-04-2021,0.1,Expiry
30-04-2021,RELIANCE-I2080CE,2080,47,call,0.353183639,351.000351,27-05-2021,0.35,16314.32081,27-05-2021,0.05,Expiry
28-05-2021,RELIANCE-I2180CE,2180,36.95,call,0.356980161,334.256518,24-06-2021,0.35,-25195.58781,03-06-2021,110.85,Intraday SL Hit
25-06-2021,RELIANCE-I2200CE,2200,45.7,call,0.359284255,332.620575,29-07-2021,0.35,15031.95533,29-07-2021,0.05,Expiry
30-07-2021,RELIANCE-I2120CE,2120,20.3,call,0.343021599,343.6426117,26-08-2021,0.35,-14230.92784,05-08-2021,60.9,Intraday SL Hit
27-08-2021,RELIANCE-I2320CE,2320,25.15,call,0.352884707,314.6067416,30-09-2021,0.35,-16141.21348,03-09-2021,75.45,Intraday SL Hit
01-10-2021,RELIANCE-I2620CE,2620,49.9,call,0.345189498,277.2057659,28-10-2021,0.35,-28218.43814,11-10-2021,149.7,Intraday SL Hit
29-10-2021,RELIANCE-I2640CE,2640,41,call,0.33943751,275.5634288,25-11-2021,0.35,11171.20362,25-11-2021,0.05,Expiry
26-11-2021,RELIANCE-I2500CE,2500,44.85,call,0.3550357,291.1692404,30-12-2021,0.35,12913.64698,30-12-2021,0.05,Expiry
31-12-2021,RELIANCE-I2460CE,2460,35.6,call,0.336328584,295.5831433,27-01-2022,0.35,-21466.4302,14-01-2022,106.8,Intraday SL Hit
28-01-2022,RELIANCE-I2420CE,2420,45,call,0.350076739,299.6575342,24-02-2022,0.35,13334.61045,24-02-2022,0.05,Expiry
25-02-2022,RELIANCE-I2380CE,2380,37.7,call,0.34145707,306.6141042,31-03-2022,0.35,-23581.07753,17-03-2022,113.1,Intraday SL Hit
01-04-2022,RELIANCE-I2760CE,2760,37,call,0.334523899,263.1578947,28-04-2022,0.35,-1669.868421,28-04-2022,42.55,Expiry
29-04-2022,RELIANCE-I2900CE,2900,52.9,call,0.347684926,250,26-05-2022,0.35,13080.125,26-05-2022,0.05,Expiry
27-05-2022,RELIANCE-I2680CE,2680,49,call,0.359802753,271.8446602,30-06-2022,0.35,-27173.59223,03-06-2022,147,Intraday SL Hit
01-07-2022,RELIANCE-I2500CE,2500,59.5,call,0.350070268,290.9393184,28-07-2022,0.35,17123.08811,28-07-2022,0.05,Expiry
29-07-2022,RELIANCE-I2600CE,2600,39.25,call,0.362645728,279.1124225,25-08-2022,0.35,3798.022289,25-08-2022,25,Expiry
26-08-2022,RELIANCE-I2740CE,2740,47.75,call,0.354381605,266.8699962,29-09-2022,0.35,12602.13496,29-09-2022,0.05,Expiry
30-09-2022,RELIANCE-I2480CE,2480,32.2,call,0.333475575,294.4888515,27-10-2022,0.35,9372.843921,27-10-2022,0.05,Expiry
28-10-2022,RELIANCE-I2620CE,2620,31.7,call,0.362486305,277.0083102,24-11-2022,0.35,8679.362881,24-11-2022,0.05,Expiry
25-11-2022,RELIANCE-I2740CE,2740,20,call,0.334614688,267.9784954,29-12-2022,0.35,-10933.52261,28-11-2022,60,Intraday SL Hit
27-01-2023,RELIANCE-I2420CE,2420,36.3,call,0.357233228,299.4011976,23-02-2023,0.35,10744.46108,23-02-2023,0.05,Expiry
31-03-2023,RELIANCE-I2420CE,2420,23.4,call,0.329420477,300.3131966,27-04-2023,0.35,6941.889697,27-04-2023,0.05,Expiry
28-04-2023,RELIANCE-I2500CE,2500,17.7,call,0.351044647,289.2681635,25-05-2023,0.35,5054.237987,25-05-2023,0.05,Expiry
30-06-2023,RELIANCE-I2620CE,2620,25.35,call,0.36603029,274.1496358,27-07-2023,0.35,-14177.37427,07-07-2023,76.05,Intraday SL Hit
28-07-2023,RELIANCE-I2620CE,2620,26.9,call,0.3394381,276.8823162,31-08-2023,0.35,7359.670406,31-08-2023,0.05,Expiry
01-09-2023,RELIANCE-I2480CE,2480,30.95,call,0.352361396,290.2877996,28-09-2023,0.35,8879.90379,28-09-2023,0.05,Expiry
29-09-2023,RELIANCE-I2400CE,2400,28.8,call,0.377016426,298.7622706,26-10-2023,0.35,8503.222364,26-10-2023,0.05,Expiry
27-10-2023,RELIANCE-I2340CE,2340,24.45,call,0.346966572,308.9280198,30-11-2023,0.35,-15408.71177,29-11-2023,73.35,Intraday SL Hit
01-12-2023,RELIANCE-I2460CE,2460,22,call,0.350545733,292.2755741,28-12-2023,0.35,-13117.32777,18-12-2023,66,Intraday SL Hit
29-12-2023,RELIANCE-I2660CE,2660,36.65,call,0.340687162,270.5836877,25-01-2024,0.35,-20230.45999,15-01-2024,109.95,Intraday SL Hit
29-01-2024,RELIANCE-I2980CE,2980,54.5,call,0.352222601,242.0470263,29-02-2024,0.35,13047.42393,29-02-2024,0.05,Expiry
