Date,Entry,Strike,Initial Price,Option Type,Bought Delta,Lot,Expiry Month,Target Delta,Open,Exit Price,Exit Delta,PNL,Exit Date
2019-01-01,RELIANCE-I1109.5PE,1109.5,28.182845508703736,put,-0.41296135449697235,624.9720994598456,2019-01-31,0.45,1,39.228143484874096,-0.48162752949608334,-7324.302938506582,2019-01-02
2019-01-02,RELIANCE-I1129.3CE,1129.3,21.545760626161908,call,0.4352161409623262,634.2303162091148,2019-01-31,0.45,0,25.409138393611627,0.5412181035787602,-2748.0735076136807,2019-01-15
2019-01-15,RELIANCE-I1129.3PE,1129.3,28.33143696129796,put,-0.4587818964212398,618.9486714708872,2019-01-31,0.45,0,0.3962438735845868,-0.00017991004588528714,17112.641050051003,2019-01-30
2019-01-30,RELIANCE-I1188.75CE,1188.75,5.398822777589995,call,0.6181769421531026,586.2646566164154,2019-01-31,0.45,0,25.656790814602,1.0,-12058.598761351548,2019-01-31
2019-02-01,RELIANCE-I1268CE,1268.0,19.01970593206017,call,0.4871165965869663,558.2359743211451,2019-02-28,0.45,1,44.577435778266015,0.6204935169211299,-14622.26634580037,2019-02-04
2019-02-04,RELIANCE-I1287.8PE,1287.8,39.52532639006253,put,-0.45804508064994603,543.267365153279,2019-02-28,0.45,0,63.69620267872232,-0.714570061758264,-13692.017156028987,2019-02-13
2019-02-13,RELIANCE-I1248.15CE,1248.15,21.248577720973465,call,0.47903830743238834,565.2911249293386,2019-02-28,0.45,0,0.0495304841980733,0.0,11863.236944445267,2019-02-28
2019-03-01,RELIANCE-I1248.15CE,1248.15,29.767821003042084,call,0.45018635052979705,571.4285714285714,2019-03-28,0.45,1,36.45443636978198,0.5963617765358296,-4199.3359659817925,2019-03-06
2019-03-06,RELIANCE-I1268PE,1268.0,37.24692411695116,put,-0.4881480536343299,554.6751188589541,2019-03-28,0.45,0,1.7335669469325672,-0.039242665557704476,19482.16052422015,2019-03-25
2019-03-25,RELIANCE-I1327.4CE,1327.4,9.608913934426228,call,0.5304009527788859,526.7514485664835,2019-03-28,0.45,0,18.07862673229677,1.0,-4607.278006754789,2019-03-28
2019-03-29,RELIANCE-I1386.85CE,1386.85,39.57485687426061,call,0.45704070968914795,513.5541616228312,2019-04-25,0.45,1,42.10091156836235,0.5580439881138446,-1716.7152085173523,2019-04-01
2019-04-01,RELIANCE-I1386.85PE,1386.85,41.2588933369951,put,-0.4419560118861554,502.89162685441283,2019-04-25,0.45,0,73.30511661314856,-0.7213984907081321,-16691.910171312495,2019-04-08
