Date,Entry,Option Strike,Option Initial Price,Option Type,Bought Delta,lot_size,Expiry Month,Target Delta,Options PNL,Option Close Date,Option Final Price,Option SL
2020-11-23,RELIANCE-I2000CE,2000.0,16.0,call,0.3088695743967955,358.01963993453353,2020-11-26,0.35,5652.9511047463175,2020-11-26,0.05,Expiry
2020-12-28,RELIANCE-I2050CE,2050.0,12.6,call,0.2937703694864653,349.93001399720055,2020-12-31,0.35,4347.355528894222,2020-12-31,0.05,Expiry
2021-01-25,RELIANCE-I1980CE,1980.0,10.9,call,0.30777891608044716,361.75710594315245,2021-01-28,0.35,3885.452196382429,2021-01-28,0.05,Expiry
2021-02-22,RELIANCE-I2040CE,2040.0,10.0,call,0.3341264704567616,350.0,2021-02-25,0.35,-7139.999999999999,2021-02-23,30.0,Intraday SL Hit
2021-03-22,RELIANCE-I2100CE,2100.0,12.6,call,0.32726840763257115,339.6409509946628,2021-03-25,0.35,4219.529354682193,2021-03-25,0.05,Expiry
2021-04-26,RELIANCE-I1960CE,1960.0,12.9,call,0.3671493997826458,361.1971104231166,2021-04-29,0.35,-9505.263157894738,2021-04-27,38.7,Intraday SL Hit
2021-05-24,RELIANCE-I2000CE,2000.0,11.95,call,0.40824692885974956,352.6359537543135,2021-05-27,0.35,4136.2434195612195,2021-05-27,0.1,Expiry
2021-06-21,RELIANCE-I2260CE,2260.0,26.75,call,0.3827146215096828,312.6465530717524,2021-06-24,0.35,8263.87369079256,2021-06-24,0.05,Expiry
2021-07-26,RELIANCE-I2100CE,2100.0,9.1,call,0.3316680077682818,337.5120540019286,2021-07-29,0.35,3023.601735776278,2021-07-29,0.05,Expiry
2021-08-23,RELIANCE-I2180CE,2180.0,9.5,call,0.3773537826266482,323.9091053672155,2021-08-26,0.35,-6277.358462016637,2021-08-25,28.5,Intraday SL Hit
2021-09-27,RELIANCE-I2560CE,2560.0,12.0,call,0.2988796244803763,277.2277227722772,2021-09-30,0.35,3279.4653465346537,2021-09-30,0.05,Expiry
2021-10-25,RELIANCE-I2640CE,2640.0,20.5,call,0.3106205755985644,268.6108979278588,2021-10-28,0.35,5424.328472755181,2021-10-28,0.1,Expiry
2021-11-22,RELIANCE-I2380CE,2380.0,20.5,call,0.4115331924036725,295.8705057640013,2021-11-25,0.35,-12373.304551050534,2021-11-25,61.5,Intraday SL Hit
2021-12-27,RELIANCE-I2400CE,2400.0,13.0,call,0.3191307583513478,295.2340784479123,2021-12-30,0.35,3784.7532686630116,2021-12-30,0.05,Expiry
2022-01-24,RELIANCE-I2400CE,2400.0,21.0,call,0.3576506226229502,294.48885149347916,2022-01-27,0.35,6092.679848548591,2022-01-27,0.1,Expiry
2022-02-21,RELIANCE-I2420CE,2420.0,14.6,call,0.3717108178179227,291.6666666666667,2022-02-24,0.35,4201.020833333333,2022-02-24,0.05,Expiry
2022-03-28,RELIANCE-I2640CE,2640.0,16.5,call,0.36596577696547405,267.48184944593044,2022-03-31,0.35,-9003.439052350017,2022-03-30,49.5,Intraday SL Hit
2022-04-25,RELIANCE-I2720CE,2720.0,16.5,call,0.3438746063822173,259.9814298978644,2022-04-28,0.35,-8750.974930362116,2022-04-26,49.5,Intraday SL Hit
2022-05-23,RELIANCE-I2640CE,2640.0,21.0,call,0.2942592807965304,268.97214217098946,2022-05-26,0.35,5578.3477425552355,2022-05-26,0.05,Expiry
2022-06-27,RELIANCE-I2520CE,2520.0,22.85,call,0.35997528430343906,280.56112224448896,2022-06-30,0.35,-13078.076152304613,2022-06-29,68.55000000000001,Intraday SL Hit
2022-07-25,RELIANCE-I2440CE,2440.0,18.8,call,0.3749943397329284,289.56731569319584,2022-07-28,0.35,4161.082326511225,2022-07-28,4.2,Expiry
2022-08-22,RELIANCE-I2640CE,2640.0,11.8,call,0.30984192348284423,268.8946509171228,2022-08-25,0.35,3127.6481321425144,2022-08-25,0.05,Expiry
2022-09-26,RELIANCE-I2400CE,2400.0,17.2,call,0.3829159134695906,294.2350938399781,2022-09-29,0.35,4980.51743342931,2022-09-29,0.1,Expiry
2022-10-25,RELIANCE-I2460CE,2460.0,5.95,call,0.3753812523894265,286.67376525513964,2022-10-27,0.35,1674.1747890900156,2022-10-27,0.05,Expiry
2022-11-21,RELIANCE-I2580CE,2580.0,10.75,call,0.3292752297139052,274.72527472527474,2022-11-24,0.35,2909.89010989011,2022-11-24,0.05,Expiry
2022-12-26,RELIANCE-I2560CE,2560.0,8.8,call,0.2983973222742592,277.2277227722772,2022-12-29,0.35,2401.2079207920797,2022-12-29,0.05,Expiry
2023-02-20,RELIANCE-I2440CE,2440.0,7.95,call,0.3464724144425465,289.87306499894135,2023-02-23,0.35,2266.807368291721,2023-02-23,0.05,Expiry
2023-04-24,RELIANCE-I2380CE,2380.0,10.0,call,0.3707483669220374,296.5473416649015,2023-04-27,0.35,2920.8430417284476,2023-04-27,0.05,Expiry
2023-05-22,RELIANCE-I2480CE,2480.0,5.65,call,0.3341532660530451,285.01628664495115,2023-05-25,0.35,1579.8452768729642,2023-05-25,0.05,Expiry
2023-07-24,RELIANCE-I2500CE,2500.0,17.5,call,0.41556417998712947,281.37310073157005,2023-07-27,0.35,896.1733258300502,2023-07-27,14.0,Expiry
2023-08-28,RELIANCE-I2460CE,2460.0,15.6,call,0.32354852268160983,287.2384078785392,2023-08-31,0.35,4421.604431678293,2023-08-31,0.05,Expiry
2023-09-25,RELIANCE-I2360CE,2360.0,10.6,call,0.33335111069631773,299.2092327420389,2023-09-28,0.35,3109.6815558880103,2023-09-28,0.1,Expiry
2023-10-23,RELIANCE-I2280CE,2280.0,6.1,call,0.35220147686740966,309.3375756772283,2023-10-26,0.35,1852.4680719430814,2023-10-26,0.05,Expiry
2023-11-28,RELIANCE-I2420CE,2420.0,4.1,call,0.2470909292935874,292.2572698995887,2023-11-30,0.35,1171.513266392501,2023-11-30,0.05,Expiry
2023-12-26,RELIANCE-I2600CE,2600.0,9.2,call,0.2952227273474288,271.4230321830167,2023-12-28,0.35,2280.2248933695228,2023-12-28,0.7,Expiry
2024-01-23,RELIANCE-I2680CE,2680.0,7.9,call,0.2813184840226627,263.4798155641291,2024-01-25,0.35,-4246.240707631505,2024-01-25,23.700000000000003,Intraday SL Hit
2024-02-26,RELIANCE-I3000CE,3000.0,14.0,call,0.33867812730060637,235.28620886692886,2024-02-29,0.35,3249.184901347854,2024-02-29,0.05,Expiry
2024-03-26,RELIANCE-I2900CE,2900.0,16.7,call,0.3891881857677495,242.49142619600238,2024-03-28,0.35,-8261.197907645408,2024-03-27,50.099999999999994,Intraday SL Hit
2024-04-22,RELIANCE-I2980CE,2980.0,28.2,call,0.3876743723246587,236.2550204191839,2024-04-25,0.35,6583.836781531607,2024-04-25,0.05,Expiry
2024-05-27,RELIANCE-I2960CE,2960.0,15.05,call,0.33207687512180234,238.50897815939214,2024-05-30,0.35,3541.6198166888144,2024-05-30,0.05,Expiry
2024-06-24,RELIANCE-I2920CE,2920.0,10.95,call,0.2944732042592614,242.47462676227093,2024-06-27,0.35,-5416.398212615606,2024-06-26,32.849999999999994,Intraday SL Hit
2024-07-22,RELIANCE-I3040CE,3040.0,23.35,call,0.29314660187588254,232.9605963791267,2024-07-25,0.35,5373.469116080937,2024-07-25,0.05,Expiry
2019-01-28,TCS-I1980CE,1980.0,12.3,call,0.36748386115213255,357.14285714285717,2019-01-31,0.35,-6580.714285714287,2019-01-31,30.3,Expiry
2019-02-25,TCS-I2020CE,2020.0,7.7,call,0.28404544898941225,352.28988424760945,2019-02-28,0.35,-5533.76950176145,2019-02-26,23.1,Intraday SL Hit
2019-03-25,TCS-I2000CE,2000.0,16.1,call,0.37486607345249046,353.3836484337532,2019-03-28,0.35,5614.736098139689,2019-03-28,0.05,Expiry
2019-04-22,TCS-I2180CE,2180.0,12.4,call,0.3824644564250181,324.02907003656895,2019-04-25,0.35,-603.9901865481647,2019-04-25,14.0,Expiry
2019-05-27,TCS-I2080CE,2080.0,12.2,call,0.36084323298481724,340.13605442176873,2019-05-30,0.35,-8465.30612244898,2019-05-29,36.599999999999994,Intraday SL Hit
2019-06-24,TCS-I2300CE,2300.0,13.45,call,0.36676754981918336,307.46932147977606,2019-06-27,0.35,4078.5805494292294,2019-06-27,0.05,Expiry
2019-07-22,TCS-I2140CE,2140.0,7.8,call,0.29575808968122624,332.22591362126246,2019-07-25,0.35,2548.671096345515,2019-07-25,0.05,Expiry
2019-08-26,TCS-I2300CE,2300.0,9.5,call,0.3097347157347659,308.77812086457874,2019-08-29,0.35,2888.464931627702,2019-08-29,0.05,Expiry
2019-09-23,TCS-I2040CE,2040.0,23.0,call,0.37164796986995435,346.53465346534654,2019-09-26,0.35,-8541.905940594059,2019-09-26,46.95,Expiry
2019-10-29,TCS-I2220CE,2220.0,6.7,call,0.3334717183159308,318.54379977246873,2019-10-31,0.35,-4353.856655290104,2019-10-30,20.1,Intraday SL Hit
2019-11-25,TCS-I2100CE,2100.0,16.6,call,0.4026656475425467,335.89251439539345,2019-11-28,0.35,5503.095009596929,2019-11-28,0.05,Expiry
2019-12-23,TCS-I2260CE,2260.0,8.7,call,0.360251418659144,313.05903398926654,2019-12-26,0.35,2680.567978533095,2019-12-26,0.05,Expiry
2020-01-27,TCS-I2180CE,2180.0,14.75,call,0.4098199501628926,322.83355624221736,2020-01-30,0.35,4697.873910436747,2020-01-30,0.05,Expiry
2020-02-24,TCS-I2140CE,2140.0,14.0,call,0.2745397481759132,331.43939393939394,2020-02-27,0.35,-9465.909090909092,2020-02-25,42.0,Intraday SL Hit
2020-03-23,TCS-I1660CE,1660.0,92.05,call,0.2756500330914343,429.05301869445293,2020-03-26,0.35,-8568.403309837573,2020-03-26,110.0,Expiry
2020-04-27,TCS-I1860CE,1860.0,20.0,call,0.3345863518010095,381.6793893129771,2020-04-30,0.35,-29064.885496183208,2020-04-30,95.0,Overnight SL Hit
2020-05-26,TCS-I1980CE,1980.0,11.95,call,0.27891516610074774,359.07563671804866,2020-05-28,0.35,-3458.6165328682446,2020-05-28,21.25,Expiry
2020-06-22,TCS-I2060CE,2060.0,20.25,call,0.3415570839911124,344.48818897637796,2020-06-25,0.35,6888.73031496063,2020-06-25,0.05,Expiry
2020-07-27,TCS-I2240CE,2240.0,16.0,call,0.3207418016023448,317.46751627021024,2020-07-30,0.35,-10362.139731059662,2020-07-28,48.0,Intraday SL Hit
2020-08-24,TCS-I2280CE,2280.0,17.0,call,0.35501190342940314,310.9867302406473,2020-08-27,0.35,5202.497010195789,2020-08-27,0.1,Expiry
2020-09-21,TCS-I2500CE,2500.0,22.0,call,0.3554779236682704,283.6304700162075,2020-09-24,0.35,-12729.33549432739,2020-09-22,66.0,Intraday SL Hit
2020-10-26,TCS-I2720CE,2720.0,13.0,call,0.38112033709010223,260.2230483271375,2020-10-29,0.35,3335.929368029739,2020-10-29,0.05,Expiry
2020-11-23,TCS-I2760CE,2760.0,14.8,call,0.36993405810678226,256.66880557337976,2020-11-26,0.35,3747.749564579705,2020-11-26,0.05,Expiry
2020-12-28,TCS-I3000CE,3000.0,8.0,call,0.25444552589441377,238.5902804659423,2020-12-31,0.35,1877.5862121267328,2020-12-31,0.05,Expiry
2021-01-25,TCS-I3340CE,3340.0,11.95,call,0.3500676809928322,212.43987192910578,2021-01-28,0.35,2491.8134777924456,2021-01-28,0.1,Expiry
2021-02-22,TCS-I3000CE,3000.0,20.5,call,0.33502947177428605,236.84655726611402,2021-02-25,0.35,4639.350363728641,2021-02-25,0.7,Expiry
2021-03-22,TCS-I3160CE,3160.0,21.5,call,0.38199386757923937,223.69577374770313,2021-03-25,0.35,4750.067907645603,2021-03-25,0.05,Expiry
2021-04-26,TCS-I3140CE,3140.0,14.4,call,0.3140639131732236,225.71907648652137,2021-04-29,0.35,3195.05352766671,2021-04-29,0.1,Expiry
2021-05-24,TCS-I3120CE,3120.0,8.2,call,0.3052086369398271,227.0957768977348,2021-05-27,0.35,-3798.8581559453073,2021-05-25,24.599999999999998,Intraday SL Hit
2021-06-21,TCS-I3300CE,3300.0,18.0,call,0.36552728139357626,213.87106630003055,2021-06-24,0.35,-7853.345554537122,2021-06-24,54.0,Intraday SL Hit
2021-07-26,TCS-I3220CE,3220.0,16.8,call,0.39810134334647673,218.72607000090395,2021-07-29,0.35,3626.806329719989,2021-07-29,0.05,Expiry
2021-08-23,TCS-I3660CE,3660.0,22.45,call,0.3926119735466682,192.466318394281,2021-08-26,0.35,2139.3593621116306,2021-08-26,11.0,Expiry
2021-09-27,TCS-I3880CE,3880.0,29.1,call,0.31440787463373365,182.33915082052619,2021-09-30,0.35,5188.551706173483,2021-09-30,0.35,Expiry
2021-10-25,TCS-I3520CE,3520.0,19.35,call,0.3486341493570205,200.51561157261528,2021-10-28,0.35,3831.051274706388,2021-10-28,0.05,Expiry
2021-11-22,TCS-I3500CE,3500.0,18.5,call,0.3049860336734185,202.09310718152292,2021-11-25,0.35,3691.129556116926,2021-11-25,0.05,Expiry
2021-12-27,TCS-I3720CE,3720.0,22.65,call,0.3805848543456089,189.3939393939394,2021-12-30,0.35,2142.708333333333,2021-12-30,11.0,Expiry
2022-01-24,TCS-I3800CE,3800.0,20.1,call,0.3422930780546997,185.7379767827529,2022-01-27,0.35,3658.4809286898835,2022-01-27,0.2,Expiry
2022-02-21,TCS-I3740CE,3740.0,28.1,call,0.3972153468132224,188.22517108323586,2022-02-24,0.35,5226.730663224836,2022-02-24,0.05,Expiry
2022-03-28,TCS-I3740CE,3740.0,20.85,call,0.30230271446593493,189.1891891891892,2022-03-31,0.35,1994.3378378378382,2022-03-31,10.0,Expiry
2022-04-25,TCS-I3580CE,3580.0,18.5,call,0.323867121238525,197.36656610370204,2022-04-28,0.35,3544.9995770716446,2022-04-28,0.35,Expiry
2022-05-23,TCS-I3350CE,3350.0,17.4,call,0.34175698888416195,210.77988557663355,2022-05-26,0.35,3620.2499247214696,2022-05-26,0.05,Expiry
2022-06-27,TCS-I3350CE,3350.0,19.3,call,0.35174338973705144,210.78305906442435,2022-06-30,0.35,4016.7873650612028,2022-06-30,0.05,Expiry
2022-07-25,TCS-I3200CE,3200.0,17.45,call,0.3183292668855293,221.1690363349131,2022-07-28,0.35,-7873.175355450235,2022-07-28,52.349999999999994,Intraday SL Hit
2022-08-22,TCS-I3380CE,3380.0,19.0,call,0.3746632369727451,208.70602265951104,2022-08-25,0.35,3915.220632081097,2022-08-25,0.05,Expiry
2023-04-24,TCS-I3200CE,3200.0,8.3,call,0.35350613750626464,220.71574964527827,2023-04-27,0.35,1802.475169478165,2023-04-27,0.05,Expiry
2023-05-22,TCS-I3320CE,3320.0,10.65,call,0.3542066176229272,212.636695018226,2023-05-25,0.35,2231.1968408262455,2023-05-25,0.05,Expiry
2023-07-24,TCS-I3420CE,3420.0,11.75,call,0.3584457092734114,206.3953059810411,2023-07-27,0.35,2390.470433872418,2023-07-27,0.05,Expiry
2023-08-28,TCS-I3400CE,3400.0,9.3,call,0.363762363514896,207.53038837829826,2023-08-31,0.35,1889.7717165727838,2023-08-31,0.1,Expiry
2023-09-25,TCS-I3600CE,3600.0,11.85,call,0.3522917216632768,196.08941677404894,2023-09-28,0.35,2250.910415149308,2023-09-28,0.25,Expiry
2023-10-23,TCS-I3440CE,3440.0,6.4,call,0.33212902736547967,205.3297742839124,2023-10-26,0.35,1228.385374653506,2023-10-26,0.35,Expiry
2023-11-28,TCS-I3500CE,3500.0,6.4,call,0.3523976536735217,201.26509488211616,2023-11-30,0.35,1265.0517538815411,2023-11-30,0.05,Expiry
2023-12-26,TCS-I3820CE,3820.0,21.7,call,0.35910027339962763,184.37549386293,2023-12-28,0.35,3942.3168097771695,2023-12-28,0.1,Expiry
2024-01-23,TCS-I3880CE,3880.0,18.95,call,0.3737104326789107,181.34715025906735,2024-01-25,0.35,3393.00518134715,2024-01-25,0.05,Expiry
2024-02-26,TCS-I4040CE,4040.0,27.0,call,0.30100098900504857,174.9562609347663,2024-02-29,0.35,-9636.590852286929,2024-02-27,81.0,Intraday SL Hit
2024-03-26,TCS-I3900CE,3900.0,24.4,call,0.40012202224987525,180.22657054582905,2024-03-28,0.35,4308.045829042224,2024-03-28,0.25,Expiry
2024-04-22,TCS-I3900CE,3900.0,21.3,call,0.37142011230606065,180.6428304150914,2024-04-25,0.35,3800.09290202707,2024-04-25,0.05,Expiry
2024-05-27,TCS-I3900CE,3900.0,17.6,call,0.23117828049188982,181.92922952971293,2024-05-30,0.35,3160.747469234468,2024-05-30,0.05,Expiry
2024-06-24,TCS-I3850CE,3850.0,19.2,call,0.31403087703514543,183.4862385321101,2024-06-27,0.35,-7186.788990825687,2024-06-27,57.599999999999994,Intraday SL Hit
2024-07-22,TCS-I4300CE,4300.0,29.0,call,0.42694793209583237,163.47119404030732,2024-07-25,0.35,1391.1398612830155,2024-07-25,20.0,Expiry
2019-01-28,INFY-I740CE,740.0,4.75,call,0.339011867252389,957.5923392612859,2019-01-31,0.35,-4878.454172366621,2019-01-31,9.7,Expiry
2019-02-25,INFY-I760CE,760.0,5.3,call,0.4128909054204652,927.4594236502153,2019-02-28,0.35,4819.542894998343,2019-02-28,0.05,Expiry
2019-03-25,INFY-I740CE,740.0,6.95,call,0.39470296364541346,953.7434430138292,2019-03-28,0.35,6514.067715784453,2019-03-28,0.05,Expiry
2019-04-22,INFY-I730CE,730.0,4.45,call,0.3386084689005606,970.7391485230897,2019-04-25,0.35,4227.568991818055,2019-04-25,0.05,Expiry
2019-05-27,INFY-I720CE,720.0,2.55,call,0.30664297652342226,986.6102889358704,2019-05-30,0.35,-5132.346723044398,2019-05-28,7.6499999999999995,Intraday SL Hit
2019-06-24,INFY-I750CE,750.0,4.4,call,0.41637155595586783,939.5973154362416,2019-06-27,0.35,4045.4362416107388,2019-06-27,0.05,Expiry
2019-07-22,INFY-I790CE,790.0,4.2,call,0.404827689063061,892.7432725417676,2019-07-25,0.35,-7649.024359137867,2019-07-23,12.600000000000001,Intraday SL Hit
2019-08-26,INFY-I810CE,810.0,5.2,call,0.4110299722716394,870.3220191470845,2019-08-29,0.35,4436.466492602263,2019-08-29,0.05,Expiry
2019-09-23,INFY-I770CE,770.0,12.35,call,0.3816973120047251,917.4311926605504,2019-09-26,0.35,-226.60550458715585,2019-09-26,12.35,Expiry
2019-10-29,INFY-I660CE,660.0,6.45,call,0.2753123096198839,1075.4340144415426,2019-10-31,0.35,-14150.560762021818,2019-10-31,19.35,Intraday SL Hit
2019-11-25,INFY-I710CE,710.0,5.25,call,0.28581472820089915,1002.1474588403722,2019-11-28,0.35,5158.052970651395,2019-11-28,0.05,Expiry
2019-12-23,INFY-I740CE,740.0,4.5,call,0.43465710044817163,951.0869565217391,2019-12-26,0.35,4189.0625,2019-12-26,0.05,Expiry
2020-01-27,INFY-I790CE,790.0,2.4,call,0.2902757075398531,899.685110211426,2020-01-30,0.35,2092.217723796671,2020-01-30,0.05,Expiry
2020-02-24,INFY-I800CE,800.0,6.1,call,0.4256641549734672,880.0603469952225,2020-02-27,0.35,5270.241387980889,2020-02-27,0.05,Expiry
2020-03-23,INFY-I540CE,540.0,14.3,call,0.2725922018733612,1322.8763110649154,2020-03-26,0.35,-38590.947746385726,2020-03-24,42.900000000000006,Intraday SL Hit
2020-04-27,INFY-I680CE,680.0,6.15,call,0.2835104175287476,1052.0778537611784,2020-04-30,0.35,-13199.368753287747,2020-04-30,18.450000000000003,Intraday SL Hit
2020-05-26,INFY-I690CE,690.0,4.3,call,0.35993647627116926,1026.392961876833,2020-05-28,0.35,-9003.519061583576,2020-05-27,12.899999999999999,Intraday SL Hit
2020-06-22,INFY-I710CE,710.0,6.0,call,0.4116487671321245,995.3785993601138,2020-06-25,0.35,-12183.434056167791,2020-06-23,18.0,Intraday SL Hit
2020-07-27,INFY-I960CE,960.0,7.4,call,0.37781450740362904,739.0592831124955,2020-07-30,0.35,4220.028506572349,2020-07-30,1.6,Expiry
2020-08-24,INFY-I960CE,960.0,6.25,call,0.3920760935610497,737.9684782035739,2020-08-27,0.35,4528.912550735333,2020-08-27,0.05,Expiry
2020-09-21,INFY-I1020CE,1020.0,8.75,call,0.38424376476625266,695.1340615690169,2020-09-24,0.35,5986.494538232374,2020-09-24,0.05,Expiry
2020-10-26,INFY-I1130CE,1130.0,5.35,call,0.354424526499332,628.3380458686773,2020-10-29,0.35,3296.261388627081,2020-10-29,0.05,Expiry
2020-11-23,INFY-I1160CE,1160.0,7.0,call,0.3077433237251236,614.8440931049627,2020-11-26,0.35,4229.81993851559,2020-11-26,0.05,Expiry
2020-12-28,INFY-I1260CE,1260.0,6.45,call,0.3318431616354335,564.7666303602404,2020-12-31,0.35,3577.7966033321227,2020-12-31,0.05,Expiry
2021-01-25,INFY-I1360CE,1360.0,4.0,call,0.31177083470832845,524.3445692883895,2021-01-28,0.35,2049.9250936329586,2021-01-28,0.05,Expiry
2021-02-22,INFY-I1280CE,1280.0,10.45,call,0.3758201314720241,553.7317565162361,2021-02-25,0.35,5616.778072222441,2021-02-25,0.2,Expiry
2021-03-22,INFY-I1400CE,1400.0,6.2,call,0.2726768587125116,510.3900838497995,2021-03-25,0.35,3106.9996354356545,2021-03-25,0.05,Expiry
2021-04-26,INFY-I1360CE,1360.0,5.8,call,0.34826124298545513,520.446096654275,2021-04-29,0.35,2962.118959107806,2021-04-29,0.05,Expiry
2021-05-24,INFY-I1360CE,1360.0,6.1,call,0.38522170663777633,518.7682958461481,2021-05-27,0.35,-6455.552673509466,2021-05-26,18.299999999999997,Intraday SL Hit
2021-06-21,INFY-I1520CE,1520.0,5.7,call,0.31849396061625657,466.0452729693742,2021-06-24,0.35,-5419.174434087883,2021-06-24,17.1,Intraday SL Hit
2021-07-26,INFY-I1620CE,1620.0,2.85,call,0.3230861430189614,436.4361867946879,2021-07-29,0.35,1209.3646736080802,2021-07-29,0.05,Expiry
2021-08-23,INFY-I1760CE,1760.0,7.35,call,0.28880936401626744,402.3913543343298,2021-08-26,0.35,2907.6799264198667,2021-08-26,0.05,Expiry
2021-09-27,INFY-I1740CE,1740.0,11.75,call,0.32115652586065185,406.26813697040046,2021-09-30,0.35,4705.397562391178,2021-09-30,0.05,Expiry
2021-10-25,INFY-I1720CE,1720.0,7.8,call,0.37770609647775855,409.740107703114,2021-10-28,0.35,3143.3212362444388,2021-10-28,0.05,Expiry
2021-11-22,INFY-I1780CE,1780.0,6.4,call,0.3013100726318456,397.43371373417364,2021-11-25,0.35,2498.0696076761483,2021-11-25,0.05,Expiry
2021-12-27,INFY-I1880CE,1880.0,9.9,call,0.37837495224731,374.8326639892905,2021-12-30,0.35,-7570.120481927713,2021-12-30,29.700000000000003,Intraday SL Hit
2022-01-24,INFY-I1740CE,1740.0,15.5,call,0.4420213345090335,403.69088811995385,2022-01-27,0.35,6113.091118800461,2022-01-27,0.2,Expiry
2022-02-21,INFY-I1740CE,1740.0,13.0,call,0.3908926335714249,404.7412546978896,2022-02-24,0.35,5188.5805145995955,2022-02-24,0.05,Expiry
2022-03-28,INFY-I1880CE,1880.0,13.95,call,0.4246913252956916,374.01154092754865,2022-03-31,0.35,443.3906817696087,2022-03-31,12.5,Expiry
2022-04-25,INFY-I1580CE,1580.0,12.2,call,0.3335977232425681,447.37010289512364,2022-04-28,0.35,4251.134402760912,2022-04-28,2.55,Expiry
2022-05-23,INFY-I1480CE,1480.0,13.7,call,0.38802572061954305,476.33629342315675,2022-05-26,0.35,6436.494164880405,2022-05-26,0.05,Expiry
