Date,Entry,Strike,Initial Price,Option Type,Bought Delta,Lot,Expiry Month,Target Delta,Open,Exit Price,Exit Delta,PNL,Exit Date
2019-01-01,RELIANCE-I1129.3PE,1129.3,37.98988137992226,put,-0.4943068895706899,624.9720994598456,2019-01-31,0.5,1,51.01639872401555,-0.5647838590376738,-8697.474310604768,2019-01-02
2019-01-02,RELIANCE-I1109.5CE,1109.5,29.12392470846713,call,0.5183724705039167,634.2303162091148,2019-01-31,0.5,0,36.157253464593545,0.6499251398654432,-4874.783343752756,2019-01-15
2019-01-15,RELIANCE-I1129.3PE,1129.3,28.33143696129796,put,-0.4587818964212398,618.9486714708872,2019-01-31,0.5,0,0.3962438735845868,-0.00017991004588528714,17112.641050051003,2019-01-30
2019-01-30,RELIANCE-I1188.75CE,1188.75,5.398822777589995,call,0.6181769421531026,586.2646566164154,2019-01-31,0.5,0,25.656790814602,1.0,-12058.598761351548,2019-01-31
2019-02-01,RELIANCE-I1268CE,1268.0,19.01970593206017,call,0.4871165965869663,558.2359743211451,2019-02-28,0.5,1,44.577435778266015,0.6204935169211299,-14622.26634580037,2019-02-04
2019-02-04,RELIANCE-I1307.6PE,1307.6,50.57062436623288,put,-0.5370418309279601,543.267365153279,2019-02-28,0.5,0,82.27013425299982,-0.793228026605985,-17942.98970203453,2019-02-13
2019-02-13,RELIANCE-I1248.15CE,1248.15,21.248577720973465,call,0.47903830743238834,565.2911249293386,2019-02-28,0.5,0,0.0495304841980733,0.0,11863.236944445267,2019-02-28
2019-03-01,RELIANCE-I1228.35CE,1228.35,37.643167990535744,call,0.5282169150599729,571.4285714285714,2019-03-28,0.5,1,48.09410015632922,0.6776190446690745,-6461.888484149788,2019-03-06
2019-03-06,RELIANCE-I1268PE,1268.0,37.24692411695116,put,-0.4881480536343299,554.6751188589541,2019-03-28,0.5,0,1.7335669469325672,-0.039242665557704476,19482.16052422015,2019-03-25
2019-03-25,RELIANCE-I1327.4CE,1327.4,9.608913934426228,call,0.5304009527788859,526.7514485664835,2019-03-28,0.5,0,18.07862673229677,1.0,-4607.278006754789,2019-03-28
2019-03-29,RELIANCE-I1367.05CE,1367.05,46.4595941777928,call,0.5272446409560956,513.5541616228312,2019-04-25,0.5,1,52.15559986057124,0.6304101122187612,-3431.6498559946144,2019-04-01
2019-04-01,RELIANCE-I1406.65PE,1406.65,52.20513034476932,put,-0.5152622298305081,502.89162685441283,2019-04-25,0.5,0,86.48022540983607,-0.7898658437843602,-17934.09535962424,2019-04-08
2019-04-08,RELIANCE-I1327.4CE,1327.4,33.185424412709146,call,0.5357405071300572,527.1084337349398,2019-04-25,0.5,0,54.03775826009802,0.8627820810727851,-11451.201786055624,2019-04-18
2019-04-18,RELIANCE-I1386.85PE,1386.85,31.74904037096501,put,-0.4847127336181768,505.050505050505,2019-04-25,0.5,0,26.696930982761536,-1.0,2256.3887245788915,2019-04-25
2019-04-26,RELIANCE-I1406.65PE,1406.65,68.10441577235086,put,-0.5014464529947253,503.1627372052904,2019-05-30,0.5,1,91.68092625063376,-0.7014391058383898,-12666.801846577715,2019-05-07
2019-05-07,RELIANCE-I1347.25CE,1347.25,45.32039304123712,call,0.5176991703130073,521.6095380029806,2019-05-30,0.5,0,31.699509886766943,0.41370211344517793,6703.0394095626625,2019-05-20
2019-05-20,RELIANCE-I1327.4PE,1327.4,45.86522836741592,put,-0.4677650148766858,526.8902186594407,2019-05-30,0.5,0,8.766895703058983,-0.0,19258.897291450474,2019-05-30
2019-05-31,RELIANCE-I1347.25PE,1347.25,50.9173377556194,put,-0.5210365625808783,526.2762198330953,2019-06-27,0.5,1,55.47414230184215,-0.6174035077200126,-2958.050930575262,2019-06-07
2019-06-07,RELIANCE-I1327.4CE,1327.4,21.39716917356769,call,0.46521679981933894,533.9435545385202,2019-06-27,0.5,0,0.0495304841980733,0.0,11283.920812322176,2019-06-27
2019-06-28,RELIANCE-I1268CE,1268.0,36.94974121176271,call,0.48633713046358407,558.3250249252243,2019-07-25,0.5,1,34.671338938651346,0.5960735895726734,872.2105923230786,2019-07-03
2019-07-03,RELIANCE-I1287.8PE,1287.8,37.39551556954538,put,-0.4869076484646968,546.0218408736349,2019-07-25,0.5,0,57.752544574953525,-0.635770382758921,-11634.911641807485,2019-07-08
2019-07-08,RELIANCE-I1268CE,1268.0,19.06923641625824,call,0.45705475388922273,558.9045470877081,2019-07-25,0.5,0,26.548339530167315,0.577418492975396,-4435.06344473738,2019-07-10
2019-07-10,RELIANCE-I1287.8PE,1287.8,36.50396685398006,put,-0.5237155534988978,548.1168271865947,2019-07-25,0.5,0,40.61499704242015,-0.6401322164182965,-2676.0268414242155,2019-07-18
2019-07-18,RELIANCE-I1268CE,1268.0,17.43473043772182,call,0.5056408437545141,552.9444290848769,2019-07-25,0.5,0,7.677225050701369,0.6088354052197836,5256.503086611126,2019-07-23
2019-07-23,RELIANCE-I1268PE,1268.0,13.373230733479804,put,-0.3911645947802164,549.0196078431372,2019-07-25,0.5,0,46.80630756717932,-1.0,-18685.812197407275,2019-07-25
2019-07-26,RELIANCE-I1228.35CE,1228.35,34.225564580868685,call,0.506227487933019,575.1848808545604,2019-08-29,0.5,1,11.936846691735678,0.23784124568774778,12554.61433318396,2019-08-09
2019-08-09,RELIANCE-I1168.9PE,1168.9,43.091521252323815,put,-0.5027271884283488,602.9285099052541,2019-08-29,0.5,0,0.0990609683961467,-0.0,25660.97168234654,2019-08-29
2019-08-30,RELIANCE-I1268PE,1268.0,53.64151438651344,put,-0.5177561814027619,558.793007104654,2019-09-26,0.5,1,82.22060376880177,-0.7375126696118157,-16728.983311797743,2019-09-03
2019-09-03,RELIANCE-I1208.55CE,1208.55,31.00608310799392,call,0.5007778756606116,583.3333333333334,2019-09-26,0.5,0,42.59621641034308,0.8420021944575691,-7190.257840227312,2019-09-20
2019-09-20,RELIANCE-I1248.15PE,1248.15,18.47487060588136,put,-0.43467015151149413,558.3472920156337,2019-09-26,0.5,0,0.0495304841980733,-0.0,10184.308269560299,2019-09-26
2019-09-27,RELIANCE-I1327.4PE,1327.4,67.16333657258745,put,-0.5207972884617713,535.5776587605203,2019-10-31,0.5,1,2.179341304715228,-0.026855056934588475,34432.592151774625,2019-10-24
2019-10-24,RELIANCE-I1446.3CE,1446.3,14.01712702805476,call,0.4460242763105501,487.8048780487805,2019-10-31,0.5,0,10.252810229001184,0.39075219865137084,1717.8621592600082,2019-10-25
2019-10-25,RELIANCE-I1426.5PE,1426.5,25.359607909413555,put,-0.4677118520468469,490.11027481183265,2019-10-31,0.5,0,0.0495304841980733,-0.0,12280.196204372873,2019-10-31
2019-11-01,RELIANCE-I1466.1PE,1466.1,51.01639872401555,put,-0.49170331971384784,480.71970607423685,2019-11-28,0.5,1,59.43658103768802,-0.6311063805828167,-4578.716806580814,2019-11-11
2019-11-11,RELIANCE-I1426.5CE,1426.5,28.33143696129796,call,0.5351177779937228,490.5395935529082,2019-11-28,0.5,0,47.54926483015041,0.7139671083150725,-9799.330357909499,2019-11-15
2019-11-15,RELIANCE-I1466.1PE,1466.1,32.69011957072841,put,-0.46757104848426967,477.2130756382725,2019-11-28,0.5,0,0.0495304841980733,-0.0,15420.278017647852,2019-11-28
2019-11-29,RELIANCE-I1565.15PE,1565.15,37.643167990535744,put,-0.49651036330445714,450.7405022537025,2019-12-26,0.5,1,44.37931384147372,-0.5011631740583763,-3405.96231067653,2019-12-06
2019-12-06,RELIANCE-I1565.15CE,1565.15,28.52955889809025,call,0.4988368259416237,450.1607717041801,2019-12-26,0.5,0,39.12908251647794,0.7830130326570008,-5076.062394066471,2019-12-19
2019-12-19,RELIANCE-I1624.6PE,1624.6,36.20678394879162,put,-0.5457454882036075,433.89326225748465,2019-12-26,0.5,0,78.75346987493663,-0.9879564406589169,-18959.525150354926,2019-12-24
2019-12-24,RELIANCE-I1545.35CE,1545.35,2.8727680834882543,call,0.4985281665553996,453.29447952080295,2019-12-26,0.5,0,0.0495304841980733,0.0,1266.5114000513663,2019-12-26
2019-12-27,RELIANCE-I1565.15CE,1565.15,23.57651047828292,call,0.48316548318712277,453.80875202593194,2020-01-30,0.5,1,24.220406772857867,0.4690150366944637,-509.112367559448,2020-01-10
2020-01-10,RELIANCE-I1565.15PE,1565.15,51.511703565996285,put,-0.5309849633055364,452.5325661828878,2020-01-30,0.5,0,51.511703565996285,-0.7126418668749692,0.0,2020-01-23
2020-01-23,RELIANCE-I1525.55CE,1525.55,15.106797680412372,call,0.5453167476125014,457.8155657292348,2020-01-30,0.5,0,0.0495304841980733,0.0,6824.063270240507,2020-01-30
2020-01-31,RELIANCE-I1426.5CE,1426.5,51.70982550278858,call,0.48048039558119054,496.45390070921985,2020-02-27,0.5,1,38.63377767449721,0.6526160262656389,6043.140608200679,2020-02-06
2020-02-06,RELIANCE-I1466.1PE,1466.1,45.36992352543518,put,-0.5082846027213983,481.0996563573883,2020-02-27,0.5,0,55.771325207030586,-0.9337726062850298,-5490.700974738175,2020-02-25
2020-02-25,RELIANCE-I1426.5CE,1426.5,6.240841008957242,call,0.437411697035841,492.5761733868131,2020-02-27,0.5,0,0.0495304841980733,0.0,3018.707175342573,2020-02-27
2020-02-28,RELIANCE-I1327.4CE,1327.4,48.63893548250803,call,0.5372120061561605,527.8636603574391,2020-03-26,0.5,1,1.0896706523576138,8.613797994261188e-23,24837.02973996021,2020-03-25
2020-03-25,RELIANCE-I1069.85PE,1069.85,24.022284836065573,put,-0.4402047204238603,652.4373194146705,2020-03-26,0.5,0,26.2016261407808,-1.0,-1749.5631374206198,2020-03-26
2020-03-27,RELIANCE-I1089.65PE,1089.65,105.7475837628866,put,-0.5227032189821913,656.5372350403301,2020-04-30,0.5,1,0.0495304841980733,-0.0,68700.1102001054,2020-04-30
2020-05-04,RELIANCE-I1446.3PE,1446.3,99.0609683961467,put,-0.4898503968801401,487.99191327686566,2020-05-28,0.5,1,49.97625855585601,-0.3550827439599792,23225.651852305386,2020-05-12
2020-05-12,RELIANCE-I1505.75CE,1505.75,47.54926483015041,call,0.4777651583684751,470.85729660646416,2020-05-28,0.5,0,0.05,0.0,22141.250817135326,2020-05-28
2020-05-29,RELIANCE-I1485.9PE,1485.9,69.1,put,-0.4985326670291867,476.8554787288395,2020-06-25,0.5,1,13.25,-0.19432486254463494,26239.688000272483,2020-06-12
2020-06-12,RELIANCE-I1600CE,1600.0,44.1,call,0.4962287313680641,440.52863436123346,2020-06-25,0.5,0,60.0,0.5629388520614326,-7462.995594713657,2020-06-15
2020-06-15,RELIANCE-I1620PE,1620.0,55.05,put,-0.5034254661643836,434.4048653344917,2020-06-25,0.5,0,0.05,-0.0,23652.91051259774,2020-06-25
2020-06-26,RELIANCE-I1780PE,1780.0,111.9,put,-0.5029460766190298,400.04571951080123,2020-07-30,0.5,1,42.5,-0.3284214918202446,27145.502343124932,2020-07-15
2020-07-15,RELIANCE-I1860CE,1860.0,68.0,call,0.48841783558374463,380.08361839604714,2020-07-30,0.5,0,131.0,0.8118438485366668,-24701.634359559106,2020-07-21
2020-07-21,RELIANCE-I1980PE,1980.0,60.55,put,-0.4928522760176735,354.6099290780142,2020-07-30,0.5,0,0.05,-0.0,21239.007092198583,2020-07-30
2020-07-31,RELIANCE-I2100PE,2100.0,86.6,put,-0.5040256305614155,338.1642512077295,2020-08-27,0.5,1,65.6,-0.370992720256164,6586.7632850241525,2020-08-04
2020-08-04,RELIANCE-I2180CE,2180.0,92.4,call,0.5048248325231207,324.3067942273391,2020-08-27,0.5,0,81.05,0.4621798818193169,3118.3719798929783,2020-08-05
2020-08-05,RELIANCE-I2160PE,2160.0,105.55,put,-0.5059633664586545,328.17627754336615,2020-08-27,0.5,0,31.5,-0.6872354334813129,23851.687763713082,2020-08-26
2020-08-26,RELIANCE-I2140CE,2140.0,13.5,call,0.46104072748095426,328.0224929709466,2020-08-27,0.5,0,0.05,0.0,4367.455482661669,2020-08-27
2020-08-28,RELIANCE-I2140CE,2140.0,77.55,call,0.5050651115518874,330.812854442344,2020-09-24,0.5,1,87.75,0.5778027684879752,-3921.124763705102,2020-09-09
2020-09-09,RELIANCE-I2180PE,2180.0,75.0,put,-0.5020362077159214,323.5423262693258,2020-09-24,0.5,0,0.1,-0.0,23990.33995054424,2020-09-24
2020-09-25,RELIANCE-I2240CE,2240.0,88.75,call,0.4913404019236413,318.5365520693499,2020-10-29,0.5,1,96.75,0.6120601979968129,-3139.1777206434444,2020-10-14
2020-10-14,RELIANCE-I2300PE,2300.0,80.05,put,-0.501491644617693,306.61410424879546,2020-10-29,0.5,0,144.45,-0.7120120012914044,-20434.29697766097,2020-10-16
2020-10-16,RELIANCE-I2200CE,2200.0,59.4,call,0.4840091720108324,321.24827902707665,2020-10-29,0.5,0,0.05,0.0,18875.103258375402,2020-10-29
2020-10-30,RELIANCE-I2080CE,2080.0,80.0,call,0.5148303572569616,339.31168201648086,2020-11-26,0.5,1,44.15,0.438273555951642,11743.06834706738,2020-11-06
2020-11-06,RELIANCE-I2050PE,2050.0,80.6,put,-0.5088742243304729,345.66194262011754,2020-11-26,0.5,0,156.0,-0.8853706975160118,-26880.746629796064,2020-11-20
2020-11-20,RELIANCE-I1900CE,1900.0,45.0,call,0.5262490795542657,368.052999631947,2020-11-26,0.5,0,56.0,1.0,-4420.316525579685,2020-11-26
2020-11-27,RELIANCE-I1950CE,1950.0,85.65,call,0.533043394217926,360.73177016232927,2020-12-31,0.5,1,63.0,0.7376485812960745,7634.346817830457,2020-12-28
2020-12-28,RELIANCE-I2000PE,2000.0,22.0,put,-0.48425052863274076,349.93001399720055,2020-12-31,0.5,0,26.0,-1.0,-1567.6864627074585,2020-12-31
2021-01-01,RELIANCE-I2020PE,2020.0,88.85,put,-0.5085507738004904,352.11267605633805,2021-01-28,0.5,1,85.0,-0.8338125675839261,743.4859154929551,2021-01-25
2021-01-25,RELIANCE-I1940CE,1940.0,23.2,call,0.48985383756690154,361.75710594315245,2021-01-28,0.5,0,0.05,0.0,8290.568475452197,2021-01-28
2021-01-29,RELIANCE-I1860CE,1860.0,110.35,call,0.5162734471332822,379.4449262792715,2021-02-25,0.5,1,123.6,0.7196872386128406,-5915.356678230703,2021-02-09
2021-02-09,RELIANCE-I1960PE,1960.0,59.0,put,-0.48096218863573953,358.28534868841973,2021-02-25,0.5,0,0.05,-0.0,20909.35380678183,2021-02-25
2021-02-26,RELIANCE-I2100PE,2100.0,65.25,put,-0.48826891901194885,336.5870077415012,2021-03-25,0.5,1,26.45,-0.30647104195992897,12750.92561427129,2021-03-09
2021-03-09,RELIANCE-I2200CE,2200.0,64.0,call,0.5148254572007226,319.55444979571337,2021-03-25,0.5,0,0.05,0.0,20230.832439341717,2021-03-25
2021-03-26,RELIANCE-I2020CE,2020.0,74.0,call,0.5008767748252142,351.1147894565245,2021-04-29,0.5,1,57.4,0.49160212071868914,5367.140671632436,2021-04-07
2021-04-07,RELIANCE-I2020PE,2020.0,61.5,put,-0.5083978792813109,349.94750787381895,2021-04-29,0.5,0,118.4,-0.7370772320974275,-20541.5687646853,2021-04-12
2021-04-12,RELIANCE-I1920CE,1920.0,59.4,call,0.5238293812752759,365.1538862806468,2021-04-29,0.5,0,74.4,0.9868925029898392,-5965.88419405321,2021-04-28
2021-04-28,RELIANCE-I2000PE,2000.0,15.6,put,-0.572355527783297,351.20286982916485,2021-04-29,0.5,0,0.05,-0.0,5406.241376715249,2021-04-29
2021-04-30,RELIANCE-I2020PE,2020.0,77.95,put,-0.5171786487376774,351.00035100035103,2021-05-27,0.5,1,107.9,-0.6873198729502087,-11164.794664794668,2021-05-06
2021-05-06,RELIANCE-I1940CE,1940.0,53.6,call,0.513803034726999,362.3938703665355,2021-05-27,0.5,0,52.0,0.8023666008566209,197.1422654793942,2021-05-24
2021-05-24,RELIANCE-I1980PE,1980.0,11.9,put,-0.45025631992513226,352.6359537543135,2021-05-27,0.5,0,1.0,-0.0,3798.241857887711,2021-05-27
2021-05-28,RELIANCE-I2120PE,2120.0,133.2,put,-0.5159377116174846,334.2565180021011,2021-06-24,0.5,1,13.55,-0.1450382817603047,39503.27093878331,2021-06-17
