Date,Entry,Option Strike,Option Initial Price,Option Type,Bought Delta,lot_size,Expiry Month,Target Delta,Options PNL,Option Close Date,Option Final Price,Option SL
2019-01-28,RELIANCE-I1208.55PE,1208.55,8.865956671455129,put,-0.24304450892489737,568.8744412840309,2019-01-31,-0.35,-10288.976941761824,2019-01-30,26.597870014365384,Intraday SL Hit
2019-02-25,RELIANCE-I1228.35PE,1228.35,16.93942559574109,put,-0.451074226656738,568.5048322910745,2019-02-28,-0.35,4357.781543202862,2019-02-28,9.01454812404935,Expiry
2019-03-25,RELIANCE-I1307.6PE,1307.6,8.915487155653203,put,-0.26472435934338856,526.7514485664835,2019-03-28,-0.35,4622.93215933451,2019-03-28,0.0495304841980733,Expiry
2019-04-22,RELIANCE-I1327.4PE,1327.4,12.778864923102924,put,-0.3114644707559524,520.8333333333334,2019-04-25,-0.35,6563.047127516585,2019-04-25,0.0495304841980733,Expiry
2019-05-27,RELIANCE-I1307.6PE,1307.6,18.32627915328714,put,-0.42063161576858993,532.9272934906737,2019-05-30,-0.35,9642.24849706886,2019-05-30,0.0495304841980733,Expiry
2019-06-24,RELIANCE-I1248.15PE,1248.15,9.90609683961467,put,-0.3313735225822698,554.7410548004914,2019-06-27,-0.35,5412.6140646867125,2019-06-27,0.0495304841980733,Expiry
2019-07-22,RELIANCE-I1268PE,1268.0,14.165718480648978,put,-0.37203926434605716,547.6879743369063,2019-07-25,-0.35,-15827.123065774778,2019-07-25,42.49715544194694,Intraday SL Hit
2019-08-26,RELIANCE-I1248.15PE,1248.15,13.076047828291363,put,-0.298821395270139,553.3596837944664,2019-08-29,-0.35,-2193.2020093840947,2019-08-29,16.74130365894879,Expiry
2019-09-23,RELIANCE-I1228.35PE,1228.35,18.871114479465948,put,-0.37805584239750967,565.6108597285069,2019-09-26,-0.35,10538.67508237061,2019-09-26,0.0495304841980733,Expiry
2019-10-29,RELIANCE-I1466.1PE,1466.1,17.830974311306406,put,-0.42911537556652163,475.8667573079538,2019-10-31,-0.35,711.1042119504498,2019-10-31,15.998346395977691,Expiry
2019-11-25,RELIANCE-I1545.35PE,1545.35,12.976986859895216,put,-0.33661665279807873,448.22949350067233,2019-11-28,-0.35,5736.078530818561,2019-11-28,0.0495304841980733,Expiry
2019-12-23,RELIANCE-I1545.35PE,1545.35,7.132389724522563,put,-0.2687471770729063,445.859872611465,2019-12-26,-0.35,-6487.294602941542,2019-12-26,21.39716917356769,Intraday SL Hit
2020-01-27,RELIANCE-I1485.9PE,1485.9,8.42018231367247,put,-0.26376273121984084,464.19098143236073,2020-01-30,-0.35,-7973.4882917269815,2020-01-28,25.26054694101741,Intraday SL Hit
2020-02-24,RELIANCE-I1426.5PE,1426.5,13.224639280885585,put,-0.28050456759112374,484.09405255878283,2020-02-27,-0.35,-13060.017215148418,2020-02-26,39.673917842656756,Intraday SL Hit
2020-03-23,RELIANCE-I871.75PE,871.75,49.53048419807335,put,-0.2683167624601248,786.5168539325842,2020-03-26,-0.35,38527.64887296269,2020-03-26,0.0495304841980733,Expiry
2020-04-27,RELIANCE-I1406.65PE,1406.65,27.538949214128785,put,-0.3305138748777562,489.57896209260036,2020-04-30,-0.35,13323.17369776417,2020-04-30,0.0495304841980733,Expiry
2020-05-26,RELIANCE-I1406.65PE,1406.65,7.65,put,-0.32069495602239895,490.4708520179372,2020-05-28,-0.35,3665.043441704036,2020-05-28,0.1,Expiry
2020-06-22,RELIANCE-I1723.65PE,1723.65,16.8,put,-0.3305418020381113,399.4293865905849,2020-06-25,-0.35,5433.038516405137,2020-06-25,3.0,Expiry
2020-07-27,RELIANCE-I2120PE,2120.0,32.8,put,-0.3353141808924076,324.833522819555,2020-07-30,-0.35,3330.1932759460765,2020-07-30,22.0,Expiry
2020-08-24,RELIANCE-I2060PE,2060.0,9.8,put,-0.3084246617712644,333.34127003023883,2020-08-27,-0.35,3217.24326769685,2020-08-27,0.05,Expiry
2020-09-21,RELIANCE-I2220PE,2220.0,16.7,put,-0.3605156133229943,311.11802484499657,2020-09-24,-0.35,-5885.730794017646,2020-09-24,35.1,Expiry
2020-10-26,RELIANCE-I2000PE,2000.0,11.0,put,-0.32624233059368946,344.04797011697633,2020-10-29,-0.35,3729.307972082965,2020-10-29,0.05,Expiry
2020-11-23,RELIANCE-I1920PE,1920.0,13.95,put,-0.32172909766757174,358.01963993453353,2020-11-26,-0.35,4926.350245499181,2020-11-26,0.05,Expiry
2020-12-28,RELIANCE-I1950PE,1950.0,7.0,put,-0.26235141870392553,349.93001399720055,2020-12-31,-0.35,2407.343531293741,2020-12-31,0.05,Expiry
2021-01-25,RELIANCE-I1900PE,1900.0,9.6,put,-0.322321272822781,361.75710594315245,2021-01-28,-0.35,-7084.651162790697,2021-01-28,28.799999999999997,Intraday SL Hit
2021-02-22,RELIANCE-I1980PE,1980.0,16.0,put,-0.39357763409723945,350.0,2021-02-25,-0.35,5526.325,2021-02-25,0.05,Expiry
2021-03-22,RELIANCE-I2040PE,2040.0,13.55,put,-0.38307509626260955,339.6409509946628,2021-03-25,-0.35,-9388.355167394471,2021-03-25,40.650000000000006,Intraday SL Hit
2021-04-26,RELIANCE-I1920PE,1920.0,13.45,put,-0.36581501768618363,361.1971104231166,2021-04-29,-0.35,4791.279669762642,2021-04-29,0.05,Expiry
2021-05-24,RELIANCE-I1960PE,1960.0,5.45,put,-0.31358655264941926,352.6359537543135,2021-05-27,-0.35,1884.8391728168056,2021-05-27,0.05,Expiry
2021-06-21,RELIANCE-I2220PE,2220.0,26.85,put,-0.36810288040228545,312.6465530717524,2021-06-24,-0.35,-15372.362044708456,2021-06-24,75.0,Expiry
2021-07-26,RELIANCE-I2060PE,2060.0,8.65,put,-0.38566446015121447,337.5120540019286,2021-07-29,-0.35,-5955.737704918032,2021-07-28,25.950000000000003,Intraday SL Hit
2021-08-23,RELIANCE-I2140PE,2140.0,7.3,put,-0.3344849772644867,323.9091053672155,2021-08-26,-0.35,2324.5336946678217,2021-08-26,0.05,Expiry
2021-09-27,RELIANCE-I2500PE,2500.0,11.1,put,-0.3288878468392037,277.2277227722772,2021-09-30,-0.35,3032.455445544554,2021-09-30,0.05,Expiry
2021-10-25,RELIANCE-I2580PE,2580.0,15.0,put,-0.32794021321864514,268.6108979278588,2021-10-28,-0.35,3907.4827321565613,2021-10-28,0.3,Expiry
2021-11-22,RELIANCE-I2340PE,2340.0,15.15,put,-0.3019991106050803,295.8705057640013,2021-11-25,-0.35,4422.672320160291,2021-11-25,0.05,Expiry
2021-12-27,RELIANCE-I2360PE,2360.0,16.55,put,-0.4092209722091966,295.2340784479123,2021-12-30,-0.35,4822.353437368199,2021-12-30,0.05,Expiry
2022-01-24,RELIANCE-I2360PE,2360.0,20.2,put,-0.36895278933722897,294.48885149347916,2022-01-27,-0.35,1739.987379049221,2022-01-27,13.95,Expiry
2022-02-21,RELIANCE-I2380PE,2380.0,12.75,put,-0.3432394104106901,291.6666666666667,2022-02-24,-0.35,-7586.25,2022-02-22,38.25,Intraday SL Hit
2022-03-28,RELIANCE-I2600PE,2600.0,13.8,put,-0.37495501537549236,267.48184944593044,2022-03-31,-0.35,3640.8291937332824,2022-03-31,0.05,Expiry
2022-04-25,RELIANCE-I2680PE,2680.0,22.25,put,-0.4062790794685073,259.9814298978644,2022-04-28,-0.35,5713.611884865366,2022-04-28,0.05,Expiry
2022-05-23,RELIANCE-I2580PE,2580.0,25.4,put,-0.3499179678689291,268.97214217098946,2022-05-26,-0.35,6736.40730067243,2022-05-26,0.1,Expiry
2022-06-27,RELIANCE-I2480PE,2480.0,21.95,put,-0.3921835609575539,280.56112224448896,2022-06-30,-0.35,6068.396793587174,2022-06-30,0.1,Expiry
