ticker,Option Open Date,Spot Price,Option Strike,Option Initial Price,Option Final Price,Option Close Date,Options PNL,lot_size,Options SL,Re-entry,Reentry Count,Nifty Spot Price,Nifty Option Strike,Nifty Option Final Price,Nifty Option Initial Price,Nifty Option Close Date,Nifty lot_size,Nifty Options PNL,Option SL,,
VEDL.EQ-NSE,21-01-2019,198.1,195,3.5,5.25,22-01-2019,-6492.932862,3533.568905,0,FALSE,0,10961.85,10900,93,84.45,0,63.85783422,-432.6687557,Intraday SL Hit,-50.00%,10.12%
VEDL.EQ-NSE,18-02-2019,147.95,145,4.05,0.05,28-02-2019,18731.32815,4731.328151,0,FALSE,0,10640.95,10600,0.05,101,0,65.78360015,6707.328763,No SL Hit,98.77%,-99.95%
VEDL.EQ-NSE,18-03-2019,173.35,170,3.2,0.05,28-03-2019,12588.69339,4038.073262,0,FALSE,0,11462.2,11400,0.05,63.8,0,61.07030064,3932.225053,No SL Hit,98.44%,-99.92%
VEDL.EQ-NSE,15-04-2019,185.35,180,2.1,3.15,18-04-2019,-4163.744268,3776.638791,0,FALSE,0,11690.35,11600,13.55,42.55,0,59.87844675,1770.066764,Intraday SL Hit,-50.00%,-68.16%
VEDL.EQ-NSE,20-05-2019,166.7,165,6.4,9.6,23-05-2019,-14109.17816,4199.160168,0,FALSE,0,11828.25,11750,146.75,188.5,0,59.18035212,2669.181832,Intraday SL Hit,-50.00%,-22.15%
VEDL.EQ-NSE,17-06-2019,164.1,160,2.4,0.05,27-06-2019,9919.865935,4265.691651,0,FALSE,0,11672.15,11600,0.05,64.65,0,59.97181325,3912.980899,No SL Hit,97.92%,-99.92%
VEDL.EQ-NSE,15-07-2019,166.95,165,3.2,4.8,19-07-2019,-7044.025157,4192.872117,0,FALSE,0,11588.35,11500,105.05,52.7,0,60.40549345,-3066.937916,Intraday SL Hit,-50.00%,99.34%
VEDL.EQ-NSE,19-08-2019,144.2,142.5,2.8,4.2,20-08-2019,-7135.92233,4854.368932,0,FALSE,0,11053.9,11000,96.85,94.3,0,63.32606591,-40.43369309,Intraday SL Hit,-50.00%,2.70%
VEDL.EQ-NSE,16-09-2019,149.1,147.5,3.05,4.575,17-09-2019,-7517.605634,4694.835681,0,FALSE,0,11003.5,10950,168.5,78,0,63.61612214,-5600.445313,Intraday SL Hit,-50.00%,116.03%
VEDL.EQ-NSE,22-10-2019,149.1,147.5,4.05,6.15,25-10-2019,-10338.02817,4694.835681,0,FALSE,0,11588.35,11500,44.95,63.1,0,60.40549345,1161.627842,Overnight SL Hit,-51.85%,-28.76%
VEDL.EQ-NSE,18-11-2019,143.75,142.5,3.75,5.625,21-11-2019,-9586.956522,4869.565217,0,FALSE,0,11884.5,11800,27.2,57.4,0,58.90024822,1828.617106,Intraday SL Hit,-50.00%,-52.61%
VEDL.EQ-NSE,16-12-2019,147.25,145,2.75,0.05,26-12-2019,12702.20713,4753.820034,0,FALSE,0,12053.95,11950,0.05,46.25,0,58.07225018,2709.82541,No SL Hit,98.18%,-99.89%
VEDL.EQ-NSE,20-01-2020,157,155,3.2,4.8,27-01-2020,-7490.44586,4458.598726,0,FALSE,0,12224.55,12150,78.15,53,0,57.2618215,-1365.035932,Intraday SL Hit,-50.00%,47.45%
VEDL.EQ-NSE,17-02-2020,142.3,140,2.5,3.75,18-02-2020,-6456.430077,4919.184821,0,FALSE,0,12045.8,11950,62.5,53.75,0,58.11154095,-440.921317,Intraday SL Hit,-50.00%,16.28%
VEDL.EQ-NSE,16-03-2020,74.8,75,8.85,13.275,23-03-2020,-43480.9492,9358.28877,0,FALSE,0,9197.4,9100,1589.05,565.85,0,76.10846544,-76234.12051,Intraday SL Hit,-50.00%,180.83%
VEDL.EQ-NSE,20-04-2020,81.45,80,4.2,6.3,21-04-2020,-18950.27624,8594.229589,0,FALSE,0,9261.85,9100,309.55,179,0,75.57885304,-9497.578777,Intraday SL Hit,-50.00%,72.93%
VEDL.EQ-NSE,18-05-2020,92.45,90,4.4,0.15,28-05-2020,31835.04597,7571.660357,0,FALSE,0,8823.25,8700,0.05,168.5,0,79.33584564,13497.84377,No SL Hit,96.59%,-99.97%
VEDL.EQ-NSE,15-06-2020,102.4,100,3.3,0.05,25-06-2020,21987.79297,6835.9375,0,FALSE,0,9813.7,9650,0.05,151,0,71.3288566,10874.83314,No SL Hit,98.48%,-99.97%
VEDL.EQ-NSE,20-07-2020,108.4,105,2.1,0.05,30-07-2020,13099.16974,6457.564576,0,FALSE,0,11022.2,10850,0.05,90,0,63.50819256,5769.751048,No SL Hit,97.62%,-99.94%
VEDL.EQ-NSE,17-08-2020,128.25,125,2,3,18-08-2020,-5730.994152,5458.089669,0,FALSE,0,11247.1,11050,60.05,64.5,0,62.23826586,354.4780432,Overnight SL Hit,-50.00%,-6.90%
VEDL.EQ-NSE,14-09-2020,130,125,2.9,0.05,24-09-2020,15187.30769,5384.615385,0,FALSE,0,11440.05,11250,443.85,88.25,0,61.18854376,-21433.06192,No SL Hit,98.28%,402.95%
VEDL.EQ-NSE,19-10-2020,96.7,92.5,2,3,02-11-2020,-7600.827301,7238.883144,0,FALSE,0,11873.05,11700,308,73.95,0,58.95704979,-13573.71105,Intraday SL Hit,-50.00%,316.50%
VEDL.EQ-NSE,21-12-2020,131.95,125.5,2.7,4.05,22-12-2020,-7519.893899,5305.039788,0,FALSE,0,13328.4,13100,57,135,0,52.51943219,4197.353021,Intraday SL Hit,-50.00%,-57.78%
VEDL.EQ-NSE,18-01-2021,169,162.5,2.5,0.3,28-01-2021,8996.449704,4142.011834,0,FALSE,0,14281.3,14050,232.2,138.3,0,49.01514568,-4420.921065,No SL Hit,88.00%,67.90%
VEDL.EQ-NSE,15-02-2021,184,177.5,3.1,0.05,25-02-2021,11483.42391,3804.347826,0,FALSE,0,15314.7,15050,0.05,81.8,0,45.70771873,3774.017774,No SL Hit,98.39%,-99.94%
VEDL.EQ-NSE,15-03-2021,226.35,220,5.75,0.05,25-03-2021,17448.19969,3092.555776,0,FALSE,0,14929.5,14700,374.25,139.45,0,46.88703573,-10768.21729,No SL Hit,99.13%,168.38%
VEDL.EQ-NSE,19-04-2021,227.15,222.5,2.9,4.35,20-04-2021,-4691.83359,3081.664099,0,FALSE,0,14359.45,14200,179.95,155,0,48.74838521,-1052.989495,Intraday SL Hit,-50.00%,16.10%
VEDL.EQ-NSE,17-05-2021,279.6,275,8.5,7.5,27-05-2021,2103.004292,2503.576538,0,FALSE,0,14923.15,14800,0.1,120.1,0,46.9069868,5685.220614,No SL Hit,11.76%,-99.92%
VEDL.EQ-NSE,14-06-2021,273.75,265,4.65,6.975,16-06-2021,-6242.465753,2557.077626,0,FALSE,0,15811.85,15700,105.05,87,0,44.27059452,-714.0625544,Intraday SL Hit,-50.00%,20.75%
VEDL.EQ-NSE,19-07-2021,265.5,260,3.4,6.5,20-07-2021,-8434.274953,2636.53484,0,FALSE,0,15752.4,15600,60.5,67.5,0,44.43767299,367.9439324,Overnight SL Hit,-91.18%,-10.37%
VEDL.EQ-NSE,16-08-2021,336.45,330,5.5,8.25,17-08-2021,-6007.579135,2080.546887,0,FALSE,0,16563.05,16450,60.05,89.5,0,42.2627475,1307.841853,Intraday SL Hit,-50.00%,-32.91%
VEDL.EQ-NSE,20-09-2021,286.3,280,7.55,0.05,30-09-2021,18151.58924,2444.987775,0,FALSE,0,17396.9,17250,0.05,148,0,40.23705373,6012.643057,No SL Hit,99.34%,-99.97%
VEDL.EQ-NSE,18-10-2021,376.45,366.5,13.4,20.1,20-10-2021,-13081.41852,1859.47669,0,FALSE,0,18477.05,18350,194.95,120.5,0,37.88483551,-2701.01829,Intraday SL Hit,-50.00%,61.78%
VEDL.EQ-NSE,15-11-2021,324.5,316.5,6.4,9.6,18-11-2021,-7248.07396,2157.164869,0,FALSE,0,18109.45,18000,262.45,116,0,38.65385199,-5514.571122,Intraday SL Hit,-50.00%,126.25%
VEDL.EQ-NSE,20-12-2021,323,315,5.5,0.05,30-12-2021,11690.86687,2167.182663,0,FALSE,0,16614.2,16500,0.05,161.6,0,42.13263353,6874.634349,No SL Hit,99.09%,-99.97%
VEDL.EQ-NSE,17-01-2022,325,315,5.9,0.05,27-01-2022,12471.84615,2153.846154,0,FALSE,0,18308.1,18150,1042,95.05,0,38.23444268,-35771.36076,No SL Hit,99.15%,996.27%
VEDL.EQ-NSE,14-02-2022,361.4,355,7.15,10.95,22-02-2022,-7710.846707,1936.912009,0,FALSE,0,16842.8,16700,82.15,230,0,41.56078562,6274.494146,Overnight SL Hit,-53.15%,-64.28%
VEDL.EQ-NSE,21-03-2022,399.05,390,8,0.05,31-03-2022,13804.41047,1754.166145,0,FALSE,0,17117.6,17000,0.05,230,0,40.89358321,9497.555148,No SL Hit,99.38%,-99.98%
VEDL.EQ-NSE,18-04-2022,425,415,6.6,12.4,25-04-2022,-9865.882353,1647.058824,0,FALSE,0,17173.65,17050,153.15,126.3,0,40.76011797,-980.5050179,Overnight SL Hit,-87.88%,21.26%
VEDL.EQ-NSE,16-05-2022,288.4,280,8.45,0.05,26-05-2022,20182.03883,2427.184466,0,FALSE,0,15842.3,15700,0.05,174,0,44.18550337,7762.973179,No SL Hit,99.41%,-99.97%
VEDL.EQ-NSE,20-06-2022,232.4,228.5,8.1,12.15,22-06-2022,-12808.73494,3012.048193,0,FALSE,0,15350.15,15200,119.5,152.05,0,45.60216024,1608.182982,Intraday SL Hit,-50.00%,-21.41%
VEDL.EQ-NSE,18-07-2022,237.1,230,5,7.5,19-07-2022,-7749.894559,2952.340784,0,FALSE,0,16278.5,16150,89.45,110,0,43.00150505,969.4474307,Intraday SL Hit,-50.00%,-18.68%
VEDL.EQ-NSE,16-08-2022,263,255.5,3.95,5.925,23-08-2022,-5519.486692,2661.596958,0,FALSE,0,17825.25,17700,114.1,92.25,0,39.27013646,-777.0185551,Intraday SL Hit,-50.00%,23.69%
VEDL.EQ-NSE,19-09-2022,281.6,275,7.6,11.4,26-09-2022,-9918.323864,2485.795455,0,FALSE,0,17622.25,17450,435.95,160.6,0,39.7225099,-10700.62847,Intraday SL Hit,-50.00%,171.45%
VEDL.EQ-NSE,17-10-2022,280,275,5.7,0.05,27-10-2022,13981.25,2500,0,FALSE,0,17311.8,17150,0.05,147.2,0,40.43484791,6009.528183,No SL Hit,99.12%,-99.97%
VEDL.EQ-NSE,14-11-2022,314.45,305,4,6,17-11-2022,-4674.829067,2226.109079,0,FALSE,0,18329.15,18150,55.45,78.7,0,38.19053257,939.1624816,Intraday SL Hit,-50.00%,-29.54%
VEDL.EQ-NSE,19-12-2022,314.55,307.5,3,4.5,20-12-2022,-3505.007153,2225.401367,0,FALSE,0,18420.45,18250,70,62,0,38.00124318,-253.8483045,Intraday SL Hit,-50.00%,12.90%
VEDL.EQ-NSE,16-01-2023,316.75,307.5,2.95,0.05,25-01-2023,6342.541436,2209.944751,0,FALSE,0,17894.85,17750,0.05,81.9,0,39.1173997,3233.815874,No SL Hit,98.31%,-99.94%
VEDL.EQ-NSE,13-02-2023,309,300,3.3,0.05,23-02-2023,7286.569579,2265.372168,0,FALSE,0,17770.9,17600,88.75,75,0,39.3902391,-477.1142711,No SL Hit,98.48%,18.33%
VEDL.EQ-NSE,20-03-2023,280.4,272.5,3.1,4.65,23-03-2023,-4062.945792,2496.433666,0,FALSE,0,16988.4,16850,49.85,124,0,41.20458666,3126.954275,Intraday SL Hit,-50.00%,-59.80%
VEDL.EQ-NSE,17-04-2023,278.95,272,2.2,3.45,24-04-2023,-3278.544542,2509.410289,0,FALSE,0,17706.85,17600,35.1,68,0,39.53272321,1341.384831,Overnight SL Hit,-56.82%,-48.38%
VEDL.EQ-NSE,15-05-2023,276.8,270,3.4,0.05,25-05-2023,8384.573699,2528.901734,0,FALSE,0,18398.85,18300,0.05,78.5,0,38.04585613,3014.582433,No SL Hit,98.53%,-99.94%
VEDL.EQ-NSE,19-06-2023,280.75,275,2.4,0.05,28-06-2023,5798.219056,2493.32146,0,FALSE,0,18755.45,18650,0.05,51,0,37.32248493,1920.633736,No SL Hit,97.92%,-99.90%
VEDL.EQ-NSE,17-07-2023,284,277.5,2.6,3.9,18-07-2023,-3364.43662,2464.788732,0,FALSE,0,19711.45,19600,66.5,81.15,0,35.51235449,572.6899848,Intraday SL Hit,-50.00%,-18.05%
VEDL.EQ-NSE,21-08-2023,234.3,230,2.5,3.75,25-08-2023,-3921.254802,2987.622706,0,FALSE,0,19393.6,19300,137,77.6,0,36.09438165,-2066.547727,Intraday SL Hit,-50.00%,76.55%
VEDL.EQ-NSE,18-09-2023,236.6,232.5,2.95,4.425,20-09-2023,-4582.100592,2958.579882,0,FALSE,0,20133.3,20050,155.95,74.05,0,34.76826948,-2767.554251,Intraday SL Hit,-50.00%,110.60%
VEDL.EQ-NSE,16-10-2023,229.3,225,2.65,3.975,20-10-2023,-4247.165286,3052.769298,0,FALSE,0,19731.75,19650,166.25,101,0,35.47581943,-2219.98809,Intraday SL Hit,-50.00%,64.60%
VEDL.EQ-NSE,20-11-2023,239.3,235,2.5,3.75,22-11-2023,-3839.323025,2925.198496,0,FALSE,0,19694,19600,21.15,69.25,0,35.54382045,1741.789377,Intraday SL Hit,-50.00%,-69.46%
VEDL.EQ-NSE,18-12-2023,261,257.5,5.95,8.925,20-12-2023,-8377.873563,2681.992337,0,FALSE,0,21418.65,21350,257,115.75,0,32.68179834,-4494.482612,Intraday SL Hit,-50.00%,122.03%
VEDL.EQ-NSE,15-01-2024,274.4,270,4,6,17-01-2024,-5357.142857,2551.020408,0,FALSE,0,22097.45,22000,466.45,139.5,0,31.67786328,-10165.12539,Intraday SL Hit,-50.00%,234.37%
VEDL.EQ-NSE,19-02-2024,270,265,6.15,0.2,29-02-2024,15261.2963,2592.592593,0,FALSE,0,22122.25,22050,67.1,167.3,0,31.64235103,3244.733244,No SL Hit,96.75%,-59.89%
VEDL.EQ-NSE,18-03-2024,270.6,267.5,3.75,5.625,20-03-2024,-5092.849224,2586.84405,0,FALSE,0,22055.7,21950,179,119.2,0,31.73782741,-1803.279878,Intraday SL Hit,-50.00%,50.17%
VEDL.EQ-NSE,15-04-2024,371.8,365,8.85,0.05,25-04-2024,16400.48413,1882.732652,0,FALSE,0,22272.5,22200,0.1,122,0,31.42889213,3869.556628,No SL Hit,99.44%,-99.92%
VEDL.EQ-NSE,21-05-2024,490.7,480,8,12,22-05-2024,-5991.440799,1426.533524,0,FALSE,0,22529.05,22450,81.6,124,0,31.070995,1381.292154,Intraday SL Hit,-50.00%,-34.19%
VEDL.EQ-NSE,18-06-2024,453.75,444,7.1,10.65,19-06-2024,-5750.413223,1542.699725,0,FALSE,0,23557.9,23400,122.35,99.5,0,29.71402375,-613.0448809,Intraday SL Hit,-50.00%,22.96%
RELIANCE.EQ-NSE,16-01-2019,1136.5,1168.9,11.2929504,22.58590079,18-01-2019,-7164.291453,615.9260889,0,FALSE,0,10890.3,11050,57.8,63.55,0,64.27738446,447.5955667,Intraday SL Hit,-100.00%,-9.05%
RELIANCE.EQ-NSE,13-02-2019,1238.3,1268,14.31430993,0.049530484,28-02-2019,7982.555707,565.2911249,0,FALSE,0,10793.65,10950,0.05,58.15,0,64.85294595,3805.700574,No SL Hit,99.65%,-99.91%
RELIANCE.EQ-NSE,13-03-2019,1348.5,1386.85,10.89670652,0.049530484,28-03-2019,5573.896603,519.0952911,0,FALSE,0,11341.7,11500,70.15,58.3,0,61.71914263,-652.0936015,No SL Hit,99.55%,20.33%
RELIANCE.EQ-NSE,10-04-2019,1331,1367.05,17.33566947,0.049530484,25-04-2019,8999.700143,525.9203606,0,FALSE,0,11584.3,11750,0.05,81.5,0,60.42661188,4971.02544,No SL Hit,99.71%,-99.94%
RELIANCE.EQ-NSE,15-05-2019,1256.2,1287.8,33.87885119,67.75770238,21-05-2019,-19444.87479,557.2361089,0,FALSE,0,11157,11300,539.25,235.05,0,62.74088016,-18599.97311,Intraday SL Hit,-100.00%,129.42%
RELIANCE.EQ-NSE,12-06-2019,1332.5,1367.05,10.15374926,0.049530484,27-06-2019,5254.431659,525.3283302,0,FALSE,0,11906.2,12050,0.05,59.4,0,58.79289782,3524.310863,No SL Hit,99.51%,-99.92%
RELIANCE.EQ-NSE,10-07-2019,1277.1,1307.6,11.68919427,0.049530484,25-07-2019,6315.553659,548.1168272,0,FALSE,0,11498.9,11650,0.05,56,0,60.87538808,3440.098618,No SL Hit,99.58%,-99.91%
RELIANCE.EQ-NSE,14-08-2019,1288,1327.4,10.69858459,0.049530484,29-08-2019,5729.115735,543.4782609,0,FALSE,0,11029.4,11200,0.05,57.75,0,63.46673436,3698.714345,No SL Hit,99.54%,-99.91%
RELIANCE.EQ-NSE,11-09-2019,1232.05,1268,8.915487156,17.83097431,20-09-2019,-5217.374489,568.1587598,0,FALSE,0,11035.7,11200,148,59.35,0,63.43050282,-5491.590928,Intraday SL Hit,-100.00%,149.37%
RELIANCE.EQ-NSE,16-10-2019,1374.5,1406.65,16.69177317,33.38354635,18-10-2019,-8755.742786,509.2761004,0,FALSE,0,11464,11650,137.85,64.5,0,61.06071179,-4355.24686,Intraday SL Hit,-100.00%,113.72%
RELIANCE.EQ-NSE,13-11-2019,1469.1,1505.75,14.16571848,48.14363064,20-11-2019,-16486.76329,476.4822,0,FALSE,0,11840.45,12000,93.7,69.4,0,59.11937469,-1340.177105,Overnight SL Hit,-239.86%,35.01%
RELIANCE.EQ-NSE,11-12-2019,1561,1604.8,11.39201137,0.049530484,26-12-2019,5035.006934,448.4304933,0,FALSE,0,11910.15,12100,26.65,52.2,0,58.77339916,1548.003174,No SL Hit,99.57%,-48.95%
RELIANCE.EQ-NSE,15-01-2020,1524.1,1565.15,18.32627915,43.58682609,20-01-2020,-11886.21127,459.2874483,0,FALSE,0,12343.3,12500,51,49.1,0,56.7109282,-50.98312445,Overnight SL Hit,-137.84%,3.87%
RELIANCE.EQ-NSE,12-02-2020,1473.7,1505.75,9.90609684,19.81219368,14-02-2020,-4846.505952,474.9949108,0,FALSE,0,12201.2,12400,15.95,38.6,0,57.37140609,1330.75845,Intraday SL Hit,-100.00%,-58.68%
RELIANCE.EQ-NSE,11-03-2020,1152,1188.75,34.67133894,0.049530484,26-03-2020,20826.57972,607.6388889,0,FALSE,0,10458.4,10600,0.05,195.9,0,66.93184426,13239.75465,No SL Hit,99.86%,-99.97%
RELIANCE.EQ-NSE,15-04-2020,1157.5,1208.55,36.65255831,73.30511661,20-04-2020,-22830.66483,604.7516199,0,FALSE,0,8925.3,9200,283,214.8,0,78.42873629,-4958.421566,Intraday SL Hit,-100.00%,31.75%
RELIANCE.EQ-NSE,13-05-2020,1492.95,1565.15,32.65,0.05,28-05-2020,15131.85304,468.8703573,0,FALSE,0,9383.55,9650,0.05,163.75,0,74.59863271,12333.98874,No SL Hit,99.85%,-99.97%
RELIANCE.EQ-NSE,10-06-2020,1575,1644.4,23.5,47,15-06-2020,-10757.77778,444.4444444,0,FALSE,0,10116.15,10400,30.5,118.9,0,69.19628515,6220.330857,Intraday SL Hit,-100.00%,-74.35%
RELIANCE.EQ-NSE,15-07-2020,1841.7,1920,46.7,93.4,22-07-2020,-18282.40213,380.0836184,0,FALSE,0,10618.2,10950,255,74.65,0,65.92454465,-11672.17137,Intraday SL Hit,-100.00%,241.59%
RELIANCE.EQ-NSE,12-08-2020,2127.8,2220,50,0.05,27-08-2020,16267.81182,328.9782874,0,FALSE,0,11308.4,11650,0.05,44.8,0,61.90088784,2797.827279,No SL Hit,99.90%,-99.89%
RELIANCE.EQ-NSE,09-09-2020,2163.55,2260,37.4,74.8,10-09-2020,-12463.49749,323.5423263,0,FALSE,0,11278,11600,102,69.6,0,62.06774251,-1904.486611,Intraday SL Hit,-100.00%,46.55%
RELIANCE.EQ-NSE,14-10-2020,2283,2380,38.05,0.05,29-10-2020,11534.51599,306.6141042,0,FALSE,0,11971.05,12350,0.05,37.9,0,58.47440283,2235.447183,No SL Hit,99.87%,-99.87%
RELIANCE.EQ-NSE,11-11-2020,1999,2080,38.55,0.05,26-11-2020,13346.57329,350.1750875,0,FALSE,0,12749.15,13150,0.05,45.75,0,54.90562116,2534.333661,No SL Hit,99.87%,-99.89%
RELIANCE.EQ-NSE,16-12-2020,1977.6,2050,32,0.05,31-12-2020,11195.71703,353.9644013,0,FALSE,0,13682.7,14100,0.05,36.3,0,51.15949337,1873.128111,No SL Hit,99.84%,-99.86%
RELIANCE.EQ-NSE,13-01-2021,1936,2020,35.7,75,21-01-2021,-14609.96901,361.5702479,0,FALSE,0,14564.85,15000,21.3,68.65,0,48.06091378,2318.915059,Overnight SL Hit,-110.08%,-68.97%
RELIANCE.EQ-NSE,10-02-2021,1981.05,2080,26.2,52.4,11-02-2021,-9535.448373,353.347972,0,FALSE,0,15106.5,15550,71.35,77.5,0,46.33766922,353.9502863,Intraday SL Hit,-100.00%,-7.94%
RELIANCE.EQ-NSE,10-03-2021,2179.3999,2280,28.35,0.05,25-03-2021,8998.44035,321.1893329,0,FALSE,0,15174.8,15650,0.1,69.05,0,46.12910879,3212.500329,No SL Hit,99.82%,-99.86%
RELIANCE.EQ-NSE,15-04-2021,1943,2000,26,24,29-04-2021,540.4014411,360.2676274,0,FALSE,0,14581.45,14850,44.9,111.95,0,48.00619966,3294.113411,No SL Hit,7.69%,-59.89%
RELIANCE.EQ-NSE,12-05-2021,1913.7,1980,19.85,39.7,18-05-2021,-7478.627789,365.7835606,0,FALSE,0,14696.5,14950,290.9,117.5,0,47.63038819,-8064.586806,Intraday SL Hit,-100.00%,147.57%
RELIANCE.EQ-NSE,09-06-2021,2178.6499,2240,32.85,65.7,14-06-2021,-10871.34284,321.2999023,0,FALSE,0,15635.35,15900,103.9,69.9,0,44.77034412,-1444.380842,Intraday SL Hit,-100.00%,48.64%
RELIANCE.EQ-NSE,14-07-2021,2084,2140,22.8,45.6,23-07-2021,-7888.099808,335.8925144,0,FALSE,0,15853.95,16100,7.3,48.4,0,44.15303442,1839.282955,Intraday SL Hit,-100.00%,-84.92%
RELIANCE.EQ-NSE,11-08-2021,2116.1499,2180,14.75,29.5,16-08-2021,-5025.518277,330.7894209,0,FALSE,0,16282.25,16550,125,45.2,0,42.99160128,-3357.558077,Intraday SL Hit,-100.00%,176.55%
RELIANCE.EQ-NSE,15-09-2021,2382,2440,26.7,53.4,17-09-2021,-8081.738035,293.8706969,0,FALSE,0,17519.45,17800,84.15,56.75,0,39.95559221,-1038.485797,Intraday SL Hit,-100.00%,48.28%
RELIANCE.EQ-NSE,13-10-2021,2698,2760,43.15,0.15,28-10-2021,11044.06968,259.4514455,0,FALSE,0,18161.75,18450,0.05,98.6,0,38.54254133,3836.389665,No SL Hit,99.65%,-99.95%
RELIANCE.EQ-NSE,10-11-2021,2546,2620,28.4,0.05,25-11-2021,7716.358995,274.9410841,0,FALSE,0,18017.2,18300,0.05,99.5,0,38.85176387,3902.484848,No SL Hit,99.82%,-99.95%
RELIANCE.EQ-NSE,15-12-2021,2368,2420,37.35,0.05,30-12-2021,10915.625,295.6081081,0,FALSE,0,17221.4,17500,0.05,122,0,40.64710186,5006.52386,No SL Hit,99.87%,-99.96%
RELIANCE.EQ-NSE,12-01-2022,2517.8999,2580,30,0.05,27-01-2022,8242.841584,278.0094634,0,FALSE,0,18212.35,18500,0.05,99.25,0,38.43545726,3850.963769,No SL Hit,99.83%,-99.95%
RELIANCE.EQ-NSE,09-02-2022,2384,2440,28.05,0.05,24-02-2022,8138.968121,293.6241611,0,FALSE,0,17463.8,17750,0.05,119.9,0,40.08291437,4852.016743,No SL Hit,99.82%,-99.96%
RELIANCE.EQ-NSE,16-03-2022,2401.1001,2460,28.75,57.5,17-03-2022,-8633.022005,291.5330352,0,FALSE,0,16975.35,17250,340.3,212,0,41.23626317,-5062.864683,Intraday SL Hit,-100.00%,60.52%
RELIANCE.EQ-NSE,13-04-2022,2550.3501,2620,29.9,59.8,19-04-2022,-8452.917895,274.4721205,0,FALSE,0,17475.65,17750,16.25,118.95,0,40.05573469,4167.879306,Intraday SL Hit,-100.00%,-86.34%
RELIANCE.EQ-NSE,11-05-2022,2451,2520,35.35,70.7,18-05-2022,-10398.75561,285.5977152,0,FALSE,0,16167.1,16400,113,177.95,0,43.29780851,2938.167637,Intraday SL Hit,-100.00%,-36.50%
RELIANCE.EQ-NSE,15-06-2022,2593.2,2660,41.85,0.05,30-06-2022,11170.25297,269.9367577,0,FALSE,0,15692.15,15950,0.05,175,0,44.60829141,7882.307396,No SL Hit,99.88%,-99.97%
RELIANCE.EQ-NSE,13-07-2022,2379,2440,43.1,86.2,20-07-2022,-13062.25305,294.2412778,0,FALSE,0,15966.65,16250,308.25,119.85,0,43.84138188,-8072.03139,Intraday SL Hit,-100.00%,157.20%
RELIANCE.EQ-NSE,10-08-2022,2579,2660,22.75,0.05,25-08-2022,6099.418379,271.4230322,0,FALSE,0,17534.75,17850,0.1,101.05,0,39.92072884,4070.377393,No SL Hit,99.78%,-99.90%
RELIANCE.EQ-NSE,14-09-2022,2589.8999,2660,32,0.05,29-09-2022,8548.843915,270.2807163,0,FALSE,0,18003.75,18300,0.05,120.55,0,38.88078872,4732.025273,No SL Hit,99.84%,-99.96%
RELIANCE.EQ-NSE,12-10-2022,2377,2440,28.1,56.2,19-10-2022,-8523.390829,294.4888515,0,FALSE,0,17123.6,17450,192,131,0,40.87925436,-2361.594525,Intraday SL Hit,-100.00%,46.56%
RELIANCE.EQ-NSE,09-11-2022,2593.6499,2660,20,40,14-11-2022,-5559.732638,269.8899339,0,FALSE,0,18157,18500,91.2,78.2,0,38.55262433,-435.8759707,Intraday SL Hit,-100.00%,16.62%
RELIANCE.EQ-NSE,14-12-2022,2613.5,2680,25.5,0.05,29-12-2022,6748.096422,267.8400612,0,FALSE,0,18660.3,19000,0.05,60.5,0,37.51279454,2290.362427,No SL Hit,99.80%,-99.92%
RELIANCE.EQ-NSE,11-01-2023,2524.8501,2580,27.45,0.05,25-01-2023,7520.24843,277.2441817,0,FALSE,0,17895.7,18200,0.1,90.75,0,39.11554172,3581.360327,No SL Hit,99.82%,-99.89%
RELIANCE.EQ-NSE,08-02-2023,2349.6499,2400,26.4,52.8,16-02-2023,-8100.95155,297.9167237,0,FALSE,0,17871.7,18150,74.6,68.55,0,39.16807019,-180.8977322,Overnight SL Hit,-100.00%,8.83%
RELIANCE.EQ-NSE,15-03-2023,2237.3999,2300,23,0.05,29-03-2023,7108.094534,312.8631587,0,FALSE,0,16972.15,17250,0.05,106.75,0,41.24403803,4444.78749,No SL Hit,99.78%,-99.95%
RELIANCE.EQ-NSE,12-04-2023,2346.7,2400,19.75,42,17-04-2023,-6821.174415,298.2912175,0,FALSE,0,17812.4,18100,45,50.75,0,39.29846624,263.5944623,Overnight SL Hit,-112.66%,-11.33%
RELIANCE.EQ-NSE,10-05-2023,2492,2540,16.4,0.05,25-05-2023,4546.488764,280.8988764,0,FALSE,0,18315.1,18550,0.05,64,0,38.21982954,2468.6379,No SL Hit,99.70%,-99.92%
RELIANCE.EQ-NSE,14-06-2023,2547.8999,2600,16,0.05,28-06-2023,4337.945145,274.7360679,0,FALSE,0,18755.9,19000,0.05,58,0,37.32158947,2184.451293,No SL Hit,99.69%,-99.91%
RELIANCE.EQ-NSE,12-07-2023,2764,2820,23.25,0.05,27-07-2023,5816.534009,253.2561505,0,FALSE,0,19384.3,19600,59.6,82.5,0,36.11169864,878.2726227,No SL Hit,99.78%,-27.76%
RELIANCE.EQ-NSE,16-08-2023,2571.95,2620,22.9,0.05,31-08-2023,6156.554365,272.1670328,0,FALSE,0,19465,19700,0.05,52.05,0,35.96198305,1888.759312,No SL Hit,99.78%,-99.90%
