ticker,Option Open Date,Spot Price,Option Strike,Option Initial Price,Option Final Price,Option Close Date,Options PNL,lot_size,Options SL,Re-entry,Reentry Count,Nifty Spot Price,Nifty Option Strike,Nifty Option Final Price,Nifty Option Initial Price,Nifty Option Close Date,Nifty lot_size,Nifty Options PNL,Option SL
RELIANCE.EQ-NSE,2019-01-21,1236.0,1268.0,6.934267787730269,10.401401681595402,2019-01-22,-2061.7665145557226,566.3430420711974,0,False,0,10961.85,11100.0,36.0,45.95,0,63.857834215939825,687.716945588564,Intraday SL Hit
RELIANCE.EQ-NSE,2019-02-18,1215.7,1248.15,13.224639280885585,0.0495304841980733,2019-02-28,7509.79433192866,575.7999506457185,0,False,0,10640.95,10750.0,37.9,77.0,0,65.78360014848298,2647.724122376291,No SL Hit
RELIANCE.EQ-NSE,2019-03-18,1357.0,1386.85,10.698584586783843,16.047876880175764,2019-03-19,-2897.3690756396904,515.8437730287399,0,False,0,11462.2,11600.0,77.55,68.1,0,61.07030064036572,-488.1654481687641,Intraday SL Hit
RELIANCE.EQ-NSE,2019-04-15,1339.8,1367.05,15.849754943383472,24.76524209903668,2019-04-18,-4870.238832851311,522.466039707419,0,False,0,11690.35,11800.0,108.0,50.15,0,59.878446753091225,-3369.2703811263136,Overnight SL Hit
RELIANCE.EQ-NSE,2019-05-20,1328.55,1367.05,24.76524209903668,37.14786314855502,2019-05-21,-6850.4960079755965,526.8902186594407,0,False,0,11828.25,11950.0,163.65,198.05,0,59.18035212309513,2249.859446663709,Intraday SL Hit
RELIANCE.EQ-NSE,2019-06-17,1283.0,1307.6,8.222060376880176,0.0495304841980733,2019-06-27,4413.772243842498,545.5962587685113,0,False,0,11672.15,11800.0,41.75,53.65,0,59.97181324777355,770.8776874868807,No SL Hit
RELIANCE.EQ-NSE,2019-07-15,1276.5,1307.6,9.90609683961467,0.0495304841980733,2019-07-25,5350.4951488640245,548.3744614179396,0,False,0,11588.35,11700.0,0.05,37.0,0,60.405493448161295,2254.3632182321035,No SL Hit
RELIANCE.EQ-NSE,2019-08-19,1289.7,1327.4,6.389432461551462,0.0495304841980733,2019-08-29,3406.1088962759754,542.7618826083585,0,False,0,11053.9,11200.0,0.05,59.25,0,63.326065913388035,3786.455459159211,No SL Hit
RELIANCE.EQ-NSE,2019-09-16,1210.6,1228.35,10.50046264999155,15.750693974987325,2019-09-20,-3187.609469578635,578.225673219891,0,False,0,11003.5,11150.0,182.1,49.8,0,63.61612214295452,-8268.88717226337,Intraday SL Hit
RELIANCE.EQ-NSE,2019-10-22,1417.4,1446.3,11.887316207537603,17.830974311306406,2019-10-29,-3082.1142276492665,493.86200084662056,0,False,0,11588.35,11700.0,114.0,78.65,0,60.405493448161295,-2018.9630102646183,Intraday SL Hit
RELIANCE.EQ-NSE,2019-11-18,1460.3,1485.9,12.58074298631063,18.871114479465945,2019-11-19,-3166.0775508245956,479.3535574881874,0,False,0,11884.5,12000.0,85.3,67.3,0,58.90024822247465,-970.3226892170476,Intraday SL Hit
RELIANCE.EQ-NSE,2019-12-16,1570.55,1604.8,11.39201136555687,17.088017048335306,2019-12-19,-2665.6675539410726,445.70373436057434,0,False,0,12053.95,12200.0,108.5,39.1,0,58.07225017525375,-3944.499520903936,Intraday SL Hit
RELIANCE.EQ-NSE,2020-01-20,1532.2,1565.15,10.79764555517999,0.0495304841980733,2020-01-30,4860.821248800218,456.8594178305704,0,False,0,12224.55,12350.0,0.05,56.8,0,57.26182149854187,3282.1617155641716,No SL Hit
RELIANCE.EQ-NSE,2020-02-17,1478.5,1505.75,9.410791997633936,14.116187996450904,2020-02-19,-2339.1721739130685,473.45282380791343,0,False,0,12045.8,12200.0,56.05,48.0,0,58.111540952033074,-407.33284630327597,Intraday SL Hit
RELIANCE.EQ-NSE,2020-03-16,1012.2,1030.25,60.67484314263985,91.01226471395978,2020-03-25,-22029.24802896675,691.5629322268326,0,False,0,9197.4,9350.0,6.0,420.6,0,76.10846543588406,31879.248483267016,Intraday SL Hit
RELIANCE.EQ-NSE,2020-04-20,1248.1,1287.8,31.699509886766943,68.9464340037181,2020-04-22,-21454.505639851934,560.8524957936063,0,False,0,9261.85,9450.0,60.1,162.95,0,75.57885303692026,7941.8636665461,Overnight SL Hit
RELIANCE.EQ-NSE,2020-05-18,1443.0,1485.9,35.5,0.05,2020-05-28,17024.358974358976,485.1004851004851,0,False,0,8823.25,9050.0,439.0,132.95,0,79.33584563511178,-23826.97418751594,No SL Hit
RELIANCE.EQ-NSE,2020-06-15,1611.4,1664.2,32.6,48.900000000000006,2020-06-19,-7434.839270199826,434.4048653344917,0,False,0,9813.7,10050.0,264.85,113.0,0,71.32885659842873,-10561.77078981424,Intraday SL Hit
RELIANCE.EQ-NSE,2020-07-20,1922.0,1980.0,39.5,59.25,2020-07-22,-7552.679500520293,364.20395421436007,0,False,0,11022.2,11300.0,62.5,44.35,0,63.50819255683983,-1084.8151911596594,Intraday SL Hit
RELIANCE.EQ-NSE,2020-08-17,2094.05,2160.0,46.0,0.05,2020-08-27,15206.251044626439,334.28046130703655,0,False,0,11247.1,11500.0,59.25,50.4,0,62.238265864089406,-482.56439437721735,No SL Hit
RELIANCE.EQ-NSE,2020-09-14,2296.8999,2380.0,31.25,46.875,2020-09-16,-4999.945796505978,304.7586009298882,0,False,0,11440.05,11700.0,68.5,45.5,0,61.1885437563647,-1337.5815665141324,Intraday SL Hit
RELIANCE.EQ-NSE,2020-10-19,2175.0,2250.0,33.5,0.05,2020-10-29,10657.540229885057,321.8390804597701,0,False,0,11873.05,12150.0,0.05,38.2,0,58.95704978922855,2271.762521003449,No SL Hit
RELIANCE.EQ-NSE,2020-11-17,1994.8,2060.0,30.75,0.05,2020-11-26,10664.928814918789,350.91237216763585,0,False,0,12874.2,13150.0,0.05,33.95,0,54.37231051249786,1861.707911947927,No SL Hit
RELIANCE.EQ-NSE,2020-12-21,1935.0,2000.0,28.0,0.1,2020-12-31,9991.369509043927,361.75710594315245,0,False,0,13328.4,13650.0,332.95,58.0,0,52.51943218991027,-14234.893160469375,No SL Hit
RELIANCE.EQ-NSE,2021-01-18,1972.8,2040.0,34.0,51.0,2021-01-20,-6333.637469586375,354.8256285482563,0,False,0,14281.3,14600.0,152.6,68.25,0,49.015145680015124,-4026.177588874961,Intraday SL Hit
RELIANCE.EQ-NSE,2021-02-15,2033.8,2100.0,26.85,40.275000000000006,2021-02-16,-4851.693873537221,344.1833021929393,0,False,0,15314.7,15700.0,36.5,57.15,0,45.7077187277583,986.6696703167545,Intraday SL Hit
RELIANCE.EQ-NSE,2021-03-15,2105.1499,2180.0,23.6,0.05,2021-03-25,7752.155796601468,332.51788863111364,0,False,0,14929.5,15300.0,0.1,88.0,0,46.887035734619374,4162.677919555243,No SL Hit
RELIANCE.EQ-NSE,2021-04-19,1903.05,1960.0,19.25,28.875,2021-04-26,-3717.387877354772,367.83058774073197,0,False,0,14359.45,14600.0,74.3,113.45,0,48.74838520973992,2000.024374192605,Intraday SL Hit
RELIANCE.EQ-NSE,2021-05-17,1958.85,2000.0,20.8,31.200000000000003,2021-05-18,-3902.289608698982,357.3525282691375,0,False,0,14923.15,15150.0,162.0,85.6,0,46.90698679568322,-3467.5520918840866,Intraday SL Hit
RELIANCE.EQ-NSE,2021-06-14,2245.0,2300.0,37.0,0.05,2021-06-24,11405.634743875278,311.80400890868594,0,False,0,15811.85,16000.0,0.05,63.6,0,44.27059452246258,2841.5745153160447,No SL Hit
RELIANCE.EQ-NSE,2021-07-19,2097.8999,2140.0,24.0,36.0,2021-07-23,-4204.204404604814,333.66701623847734,0,False,0,15752.4,15950.0,34.4,46.35,0,44.43767298951271,566.9136131637088,Intraday SL Hit
RELIANCE.EQ-NSE,2021-08-16,2169.0,2220.0,14.55,21.825000000000003,2021-08-26,-2465.2489626556026,322.7293683725219,0,False,0,16563.05,16750.0,0.05,46.65,0,42.26274750121505,1989.1807366396888,Intraday SL Hit
